t_id,vendor,buyer,prod_id,date_time,price,validated_by,status
25010908,harper.ellis,wexlercapital2,100381,45666.48227,576500,45562918,COMPLETED
25010909,fairmontmaritimeheritagemuse,heritagerowmaterialculturein,100255,45666.54632,1453000,75941901,COMPLETED
25010910,andersonartadvisory,brookfieldhistorichousefound,100498,45666.55515,1847000,75941901,COMPLETED
25010911,iris.knight,helvale7,100317,45666.56855,1207000,72880343,COMPLETED
25010912,emilia.cho,crossventuresart,100399,45666.59859,3016000,96187039,COMPLETED
25010913,longfellowestatecollection,felix.romero,100202,45666.6989,1069000,90907400,FAILED
25010914,imani.reed,daniel.hall,100331,45666.70302,371000,75941901,COMPLETED
25010915,wexlercollection,ashlandmuseumofprintedarts,100632,45666.73794,202500,16660212,COMPLETED
25010916,imani.reed,parkhurstceramicsmuseum,100298,45666.87435,206500,16660212,COMPLETED
25011001,erook_family4,eastgateindustrialartsmuseum,100825,45667.51869,650000,96187039,COMPLETED
25011002,khalil.kapoor,elea_rook7,100404,45667.52568,490500,12742361,COMPLETED
25011003,redcedarfolkartfoundation,crossventuresart,100178,45667.54318,1626000,35242525,COMPLETED
25011004,elmsteadhistoricalsociety,redcedarfolkartfoundation,100413,45667.54477,516500,45562918,COMPLETED
25011005,celine.irwin,farah.vasquez,100310,45667.56938,595500,96187039,COMPLETED
25011006,ashlanddecorativeartsarchive,tariqinvests,100967,45667.60934,310000,16660212,COMPLETED
25011007,meridianmillercollections,southbanktextilearchive,100043,45667.6145,473000,87658927,COMPLETED
25011008,oakhollowmuseumofappliedarts,meridianmillercollections,100102,45667.61966,158000,87658927,COMPLETED
25011009,elmsteadculturalpreservation,northbridgemuseumofmoderncra,100642,45667.66209,1617000,87658927,COMPLETED
25011010,TheoKincaid,cassidy.ito,100357,45667.6741,466500,45562918,REJECTED
25011011,jade.campbell,OscarBexley,100320,45667.69546,393000,87658927,COMPLETED
25011012,DominicHale,lucia.knight,100628,45667.75564,751000,90907400,REJECTED
25011013,theo.foster,imani.thomas,100528,45667.81145,1975000,90907400,COMPLETED
25011014,amir.saito_director,ronashcroft7,100820,45667.81353,1013000,77404927,CANCELLED
25011101,renee.kim,malik.johnson,100438,45668.42727,648500,90907400,COMPLETED
25011102,elena.desai,crosscapital2,100882,45668.44862,951000,36058655,COMPLETED
25011103,tariqinvests,selene78,100666,45668.46525,185500,45562918,COMPLETED
25011104,mwexler_alt,windermerepublicartconservan,100718,45668.60233,382000,36058655,COMPLETED
25011105,elliscollections,imani.thomas,100648,45668.61676,385500,96187039,COMPLETED
25011106,parkhurstceramicsmuseum,bobby,100200,45668.69465,818500,16498618,COMPLETED
25011107,quinn.campbell,vanecapital2,100727,45668.857,4884000,87658927,COMPLETED
25011201,georgia.lee,liucollections,100671,45669.34554,230000,,CANCELLED
25011202,windermeremuseumofmoderncraf,gran_merc4,100012,45669.42569,125500,96187039,COMPLETED
25011203,windermeredesignheritage_org,ashcroftcollection,100112,45669.48831,828000,87292197,COMPLETED
25011204,priya.lane,howellartadvisory,100934,45669.57223,1274000,35242525,COMPLETED
25011205,yasmin.roberts,wexlercapital2,100348,45669.74245,422500,87658927,COMPLETED
25011301,harborlightmuseumofprintedar,lana.vasquez,100662,45670.38361,234000,16498618,COMPLETED
25011302,akira.bennett,wexlercollection,100610,45670.43056,269000,12742361,COMPLETED
25011303,delilah.kim,psethi_family6,100558,45670.43734,2219000,77404927,COMPLETED
25011304,quinn.cho,ruby.reed,101046,45670.44145,429000,45562918,COMPLETED
25011305,MWexler,nathan58,100802,45670.47654,1308000,23121126,COMPLETED
25011306,harper7,davisauctionpartners,100703,45670.52383,836000,45562918,COMPLETED
25011307,helvale7,howellartadvisory,100806,45670.53385,929000,12742361,COMPLETED
25011308,southbanktextilearchive,anthony.garcia,100252,45670.5747,222000,75941901,COMPLETED
25011309,fairmontmaritimeheritagemuse,greatlakesindustrialartsmuse,100417,45670.59213,3175000,72880343,COMPLETED
25011310,chloe.shah,beatrice.kim,100634,45670.59334,495500,36058655,FAILED
25011311,vanefamilyoffice,ethan.knight,101038,45670.63637,497500,87658927,COMPLETED
25011312,abigail.martinez,southbanktextilearchive,100559,45670.64648,577500,11220767,COMPLETED
25011313,vanefamilyoffice,chloe.shah,100482,45670.67478,313000,16498618,COMPLETED
25011314,valeheritagefund,tariqinvests,100842,45670.72863,579000,45562918,COMPLETED
25011315,eastgateindustrialartsmuseum,ronash_hold5,100739,45670.79458,6559000,87658927,COMPLETED
25011401,tariqinvests,southbanktextilearchive,100245,45671.3825,570500,23121126,COMPLETED
25011402,OscarBexley,howellartadvisory,100942,45671.38455,830000,72880343,COMPLETED
25011403,brookfieldarchitecturalherit,henry.ellis,100254,45671.39714,405000,96187039,COMPLETED
25011404,redcedarfolkartfoundation,rosemontmuseumofmoderncraftd,100351,45671.40755,735500,96187039,COMPLETED
25011405,isaac.shah,ronanA,100684,45671.41716,745000,11220767,COMPLETED
25011406,foxgloveartistslegacytrust,emilia.cho,100576,45671.49258,379500,72880343,COMPLETED
25011407,cassidy.ito,mina.singh,100844,45671.51954,372000,11220767,COMPLETED
25011408,HelenaVale,heritagerowmaterialculturein,100774,45671.54252,1174000,87658927,COMPLETED
25011409,celine.irwin,lana.vasquez,100889,45671.55927,537500,23121126,COMPLETED
25011410,crosscapital2,castillocollections,100201,45671.63015,364000,96187039,COMPLETED
25011411,northbridgemuseumofmoderncra,ftran_westhave,100786,45671.83019,568000,90907400,REJECTED
25011501,meridianmillercollections,malwexler7,100560,45672.34907,339500,75941901,COMPLETED
25011502,henry.ellis,farah.vasquez,100750,45672.39147,153000,36058655,COMPLETED
25011503,croth_alt,lana.vasquez,100656,45672.48316,41000,96187039,COMPLETED
25011504,priya.nelson,lana.vasquez,101070,45672.55301,557000,11220767,REJECTED
25011505,parkhurstceramicsmuseum,quinn.cho,100030,45672.55656,409500,11220767,COMPLETED
25011506,northbridgemuseumofmoderncra,fairmontdesignheritagecenter,100010,45672.58561,142500,35242525,COMPLETED
25011507,harper.flores,vcross_alt,100234,45672.59252,310500,90907400,COMPLETED
25011508,reina.sullivan,howellartadvisory,100655,45672.63676,637000,35242525,COMPLETED
25011509,windermerepublicartconservan,HelenaVale,100350,45672.68579,228000,90907400,COMPLETED
25011510,bellwethermaterialcultureins,jade.campbell,100436,45672.77852,143500,,CANCELLED
25011511,theo_kinc2,GrantMercer,100087,45672.83862,286000,36058655,COMPLETED
25011512,fairmontmaritimeheritagemuse,quarrylanecraftpreservations,100111,45672.86328,638000,12742361,REVERSED
25011601,rothartadvisory,beatrice.kim,100822,45673.37964,1419000,77404927,COMPLETED
25011602,priya.nelson,wexlercapital2,100537,45673.41389,1045000,36058655,COMPLETED
25011603,rosemontmuseumofmoderncraftd,andersonartadvisory,100067,45673.46293,350500,96187039,COMPLETED
25011604,avane_alt,wexlercapital2,101030,45673.48865,256500,16660212,COMPLETED
25011605,crosscapital2,ronash_hold5,100790,45673.54177,599000,96187039,COMPLETED
25011606,redcedarfolkartfoundation,abigail.morgan,100618,45673.61536,502000,96187039,COMPLETED
25011607,reina.rivera,santiago.alvarez,100057,45673.62498,286000,87658927,COMPLETED
25011608,franklincollections,liucollections,100361,45673.63573,443500,35242525,COMPLETED
25011609,elmsteadculturalmemoryprojec,cassidy.mason,100644,45673.69784,755500,75941901,COMPLETED
25011610,wexlercollection,rosemontmuseumofmoderncraftd,100722,45673.73939,239500,11220767,COMPLETED
25011611,wexlercollection,foundrybennettfineobjects,101043,45673.74926,373500,77404927,COMPLETED
25011612,eva.howell,tariqinvests,100758,45673.75808,699500,75941901,COMPLETED
25011701,abigail.morgan,gmercer_family1,100475,45674.38221,759500,35242525,COMPLETED
25011702,ari.turner,crossventuresart,100554,45674.41199,560000,12742361,COMPLETED
25011703,sofia.hayes,howardfineobjects,100793,45674.49387,275000,90907400,COMPLETED
25011704,clara.yoon,celine.irwin,100884,45674.49946,327000,12742361,COMPLETED
25011705,priya.nelson,mwexler_alt,101020,45674.50517,2129000,87658927,COMPLETED
25011706,whiteclifffolkartarchive,fairmontmaritimeheritagemuse,100115,45674.51778,476000,11220767,COMPLETED
25011707,eastgateindustrialartsmuseum,sabrina.shah,100590,45674.57872,684000,23121126,COMPLETED
25011708,emilia.sullivan_curator,renee.kim,100564,45674.60778,743500,,PENDING
25011709,tanglewoodfolkartarchive,ashcroftcollection,101054,45674.61428,1538000,96187039,FAILED
25011710,georgia_elli,nadia_whitmore,100356,45674.64935,343000,12742361,COMPLETED
25011711,TheoKincaid,stoneheritagesales,100938,45674.65602,1637000,77404927,COMPLETED
25011712,quarrylanecraftpreservations,aaron.olsen,101028,45674.66931,377500,35242525,COMPLETED
25011713,vanecapital2,castillocollections,100805,45674.69369,563500,36058655,COMPLETED
25011714,reyesfineobjects,georgia_elli,100410,45674.84513,722000,36058655,COMPLETED
25011801,crossventuresart,elena.desai,100370,45675.46081,177000,35242525,COMPLETED
25011802,davisauctionpartners,vanecapital2,100757,45675.522,381500,87658927,COMPLETED
25011803,TheoKincaid,sabrina.shah,100540,45675.53028,1510000,90907400,COMPLETED
25011804,ashcroftcollection,lucia.knight,100807,45675.55591,320500,87658927,COMPLETED
25011805,abigail.bennett,windermeremuseumofmoderncraf,100572,45675.57773,286500,87292197,COMPLETED
25011806,valeheritagefund,HelenaVale,100425,45675.69176,843000,36058655,COMPLETED
25011807,harborlightpublicartconserva,stoneartadvisory,100346,45675.74884,1203000,75941901,REVERSED
25011901,theo_kinc2,howellartadvisory,100292,45676.39328,335500,75941901,COMPLETED
25011902,isaac.rivera,beatrice.kim,100462,45676.42696,385500,87292197,COMPLETED
25011903,mwexler_alt,howellartadvisory,101061,45676.48999,2293000,23121126,COMPLETED
25011904,heritagerowceramicsmuseum,abigail.bennett,100442,45676.50097,642500,16660212,COMPLETED
25011905,bishopheritagesales,howellartadvisory,100523,45676.51193,301500,23121126,COMPLETED
25011906,wellingtonmaterialcultureins,foundrybennettfineobjects,100701,45676.54606,1595000,12742361,FAILED
25011907,amir.miller,aiden.patel,100968,45676.57495,129000,12742361,COMPLETED
25011908,castillocollections,obexley_family3,100761,45676.67859,3077000,23121126,COMPLETED
25012001,priya.nelson,meridianmillercollections,101070,45677.33569,441000,23121126,COMPLETED
25012002,julia.roberts,rosemontdesignheritagecenter,100223,45677.37823,1369000,96187039,COMPLETED
25012003,vivcross7,erook_family4,100759,45677.42273,699000,45562918,COMPLETED
25012004,redcedarfolkartfoundation,cassidy.ito,100277,45677.4491,121500,96187039,COMPLETED
25012005,kai.romero,foundryzimmermanfineobjects,100235,45677.45409,212500,35242525,COMPLETED
25012006,jade.campbell,lana.vasquez,100354,45677.45654,410500,87658927,COMPLETED
25012007,emilia.cho,crosscapital2,100211,45677.48686,852500,96187039,COMPLETED
25012008,greatlakesindustrialartsmuse,celrot_hold2,100093,45677.5197,300000,36058655,COMPLETED
25012009,OscarBexley,meridianmillercollections,100320,45677.53472,348000,12742361,COMPLETED
25012010,quarrylanecraftpreservations,cassidy.ito,100481,45677.56432,962000,45562918,COMPLETED
25012011,howellartadvisory,harper7,100771,45677.56662,370500,45562918,COMPLETED
25012012,davisauctionpartners,farah.vasquez,100650,45677.57617,827000,87658927,COMPLETED
25012013,lucia.knight,ashlandmuseumofprintedarts,100935,45677.61193,1373000,77404927,COMPLETED
25012014,reyesfineobjects,howellartadvisory,100832,45677.61694,376000,16498618,COMPLETED
25012015,eastgateindustrialartsmuseum,vanefamilyoffice,100362,45677.69749,2011000,,CANCELLED
25012016,anthony.garcia,crosscapital2,100969,45677.70764,166000,23121126,COMPLETED
25012017,chloe.shah,abigail.morgan,101069,45677.7106,1031000,11220767,COMPLETED
25012018,stonefieldmaterialcultureins,castillocollections,100961,45677.77105,1255000,72880343,COMPLETED
25012019,harborlightpublicartconserva,ashcroftcollection,100346,45677.80188,1115000,23121126,COMPLETED
25012020,vivienne.cross,elmsteadculturalmemoryprojec,100711,45677.85375,1985000,90907400,COMPLETED
25012101,sofia.hayes,ashlanddecorativeartsarchive,100090,45678.38262,318000,96187039,COMPLETED
25012102,vivcross7,ashcroftcollection,100333,45678.38856,94300,96187039,CANCELLED
25012103,walkercollections,howardfineobjects,100150,45678.40944,457000,35242525,COMPLETED
25012104,sofia.hayes,ari.turner,100213,45678.42779,97200,96187039,COMPLETED
25012105,crossventuresart,vanefamilyoffice,100399,45678.47771,2929000,96187039,COMPLETED
25012106,OscarBexley,reina.rivera,101001,45678.47825,132000,96187039,COMPLETED
25012107,vanecapital2,elmsteadculturalpreservation,100552,45678.48815,100500,87292197,COMPLETED
25012108,walkercollections,osca_bexl6,100519,45678.49181,4275000,72880343,COMPLETED
25012109,southbankmaritimeheritagemus,amir.miller,100591,45678.5227,392500,90907400,COMPLETED
25012110,cassidy.ito,vanefamilyoffice,100326,45678.52513,60000,87658927,COMPLETED
25012111,aaron.olsen,ashlandmuseumofprintedarts,100168,45678.61655,1117000,23121126,COMPLETED
25012112,southbanktextilearchive,PriyaSethi,100307,45678.66608,265000,87658927,COMPLETED
25012113,ashlandmuseumofprintedarts,ashcroftcollection,100236,45678.72403,529500,16660212,COMPLETED
25012114,granitehillmuseumoflocalindu,vanefamilyoffice,100972,45678.74538,888000,36058655,COMPLETED
25012115,theo.foster,PriyaSethi,100981,45678.85998,235500,45562918,COMPLETED
25012201,imani.reed,wexlercapital2,100594,45679.35971,798000,72880343,COMPLETED
25012202,CeliaSterling,windermerepublicartconservan,100916,45679.38699,565500,87658927,COMPLETED
25012203,akira.bennett,ramirezauctionpartners,101037,45679.40881,1298000,75941901,COMPLETED
25012204,juniperridgeartistslegacytru,ashcroftcollection,100674,45679.42617,1064000,87658927,COMPLETED
25012205,quarrylanecraftpreservations,dhale_family5,101036,45679.43991,289500,35242525,COMPLETED
25012206,jade.campbell,ruby.reed,100282,45679.45152,215500,11220767,COMPLETED
25012207,longfellowestatecollection,oakhollowmuseumofappliedarts,100535,45679.45388,764000,23121126,REJECTED
25012208,MWexler,ruby.reed,100056,45679.46296,253500,11220767,COMPLETED
25012209,howardfineobjects,davisauctionpartners,101079,45679.5019,269000,77404927,COMPLETED
25012210,wexlercollection,windermerepublicartconservan,100653,45679.50416,75700,87292197,COMPLETED
25012211,atlastaylorauctions,ari.turner,100798,45679.5291,1060000,23121126,COMPLETED
25012212,ashcroftcollection,fairmontmaritimeheritagemuse,100589,45679.53117,320500,12742361,COMPLETED
25012213,harper7,cassidy.mason,101026,45679.53554,558500,75941901,COMPLETED
25012214,copperlinemuseumofphotograph,clara.ross,100371,45679.55894,410500,87292197,COMPLETED
25012215,atlastaylorauctions,GrantMercer,100708,45679.57513,1642000,90907400,COMPLETED
25012216,isaac.rivera,highlandartistslegacytrust,100683,45679.605,1413000,35242525,COMPLETED
25012217,EleanorRook,davisauctionpartners,100896,45679.63263,245000,11220767,COMPLETED
25012218,brookfieldarchitecturalherit,castillocollections,100505,45679.64731,2441000,87292197,COMPLETED
25012219,parkhurstceramicsmuseum,crownyoungfineobjects,100194,45679.80345,202000,96187039,COMPLETED
25012301,ruby.reed,aiden.patel,101046,45680.4409,464500,,PENDING
25012302,davisauctionpartners,robertsheritagesales,100506,45680.44264,771000,72880343,COMPLETED
25012303,farah.vasquez,blair.kaur,100310,45680.55701,640000,72880343,CANCELLED
25012304,ruby.reed,vanefamilyoffice,100056,45680.56229,261500,,PENDING
25012305,andersonartadvisory,celrot_hold2,100783,45680.84686,301000,36058655,COMPLETED
25012401,theo_kinc2,northbridgemuseumofmoderncra,100659,45681.55677,152500,87658927,COMPLETED
25012402,bobby,liucollections,100176,45681.65002,229000,96187039,FAILED
25012501,lana.mendez,aiden.patel,100238,45682.46102,192500,,CANCELLED
25012502,malwexler7,oakhollowmuseumofappliedarts,100340,45682.71101,473000,96187039,COMPLETED
25012601,lila.estrada,ronanA,100575,45683.52432,913000,16660212,REVERSED
25012701,pineharborrailwayhistorycent,wexlercollection,100338,45684.57337,434000,72880343,REJECTED
25012702,malwex_hold3,bobby,100161,45684.81668,387000,96187039,REVERSED
25012801,EleanorRook,cassidy.mason,100106,45685.50087,593000,,CANCELLED
25012901,DominicHale,augvane7,100992,45686.60601,584500,75941901,REJECTED
25013001,windermerepublicartconservan,fairmontmaritimeheritagemuse,100653,45687.39072,84700,,FAILED
25013101,vcross_alt,davisauctionpartners,101017,45688.39027,380500,12742361,COMPLETED
25013102,GrantMercer,farah.vasquez,101098,45688.44848,428000,90907400,COMPLETED
25013103,harper.flores,eva.howell,100691,45688.46478,345500,90907400,FAILED
25013104,foundrybennettfineobjects,vcross_alt,101043,45688.49269,353500,16660212,REVERSED
25013105,daniel.ito,harper7,100905,45688.55209,385500,75941901,COMPLETED
25013106,lana.vasquez,rothartadvisory,101048,45688.55476,1036000,16498618,COMPLETED
25013107,ari.turner,AuggieVane,101088,45688.58432,325000,36058655,COMPLETED
25013108,avane_alt,nathan58,101068,45688.59713,637000,12742361,COMPLETED
25013109,bishopheritagesales,augvan_hold1,101029,45688.64098,322500,96187039,COMPLETED
25013110,franklincollections,psethi_family6,100987,45688.65413,969000,23121126,COMPLETED
25013111,cassidy.lane,ashcroftcollection,101073,45688.69461,628500,87658927,COMPLETED
25020201,vanefamilyoffice,ari.turner,100399,45690.49708,2784000,96187039,REJECTED
25020301,sofia.hayes,ashcroftcapital2,100660,45691.34521,110000,77404927,COMPLETED
25020302,kai.zimmerman,rosemontmuseumofmoderncraftd,100845,45691.42067,210000,90907400,COMPLETED
25020303,highlandartistslegacytru_org,selene78,100297,45691.42525,349500,11220767,FAILED
25020304,ashlandestatecollection,ashcroftcapital2,100203,45691.4305,302500,,FAILED
25020305,windermerepublicartconservan,helval_hold6,100603,45691.46823,1634000,96187039,COMPLETED
25020306,brookfieldhistorichousefound,farahholdings1,100498,45691.49205,1925000,77404927,REJECTED
25020307,harborlightmuseumofprintedar,copperlinemuseumofphotograph,100813,45691.50339,687000,75941901,COMPLETED
25020308,stoneartadvisory,celine.irwin,100563,45691.50528,922000,87292197,COMPLETED
25020309,reina.rivera,julia.roberts,100735,45691.5126,899500,72880343,COMPLETED
25020310,delilah.kim,ashcroftcapital2,100767,45691.65813,4728000,,PENDING
25020311,howellartadvisory,ashcroftcapital2,100815,45691.70152,369500,77404927,COMPLETED
25020312,tariqinvests,nadi_whit5,100967,45691.70568,318500,35242525,COMPLETED
25020313,beatrice.kim,vanefamilyoffice,100122,45691.70579,390500,96187039,COMPLETED
25020314,harborlightpublicartconserva,liucollections,100812,45691.71109,385500,11220767,COMPLETED
25020315,redcedarfolkartfoundation,bobby,100267,45691.71176,779500,72880343,COMPLETED
25020316,fairmontmaritimeheritagemuse,bishopheritagesales,100589,45691.81167,315500,45562918,COMPLETED
25020401,brookfieldarchitecturalherit,wexlercollection,101087,45692.35664,623500,96187039,COMPLETED
25020402,brookfieldarchitecturalherit,windermeremuseumofmoderncraf,100114,45692.39779,1301000,72880343,COMPLETED
25020403,ashcroftcollection,malik.johnson,100797,45692.39898,314500,87658927,COMPLETED
25020404,renee.kim,howellartadvisory,100038,45692.42735,110000,12742361,COMPLETED
25020405,castillocollections,northbridgemuseumofmoderncra,100505,45692.45987,2597000,72880343,COMPLETED
25020406,farah.vasquez,crosscapital2,100310,45692.49903,615500,23121126,COMPLETED
25020407,daniel.hall,crossventuresart,100779,45692.50466,651000,16498618,COMPLETED
25020408,crosscapital2,helval_hold6,100302,45692.52602,731500,72880343,COMPLETED
25020409,juniperridgepublicartconserv,rothcapital2,100116,45692.5858,412500,35242525,COMPLETED
25020410,abigail.martinez,stoneheritagesales,100113,45692.68492,1185000,72880343,COMPLETED
25020411,liam.martin,foundryzimmermanfineobjects,101009,45692.71255,360000,96187039,COMPLETED
25020412,cassidy.ito,howardfineobjects,100277,45692.71847,125500,72880343,COMPLETED
25020413,wexlercapital2,osca_bexl6,100885,45692.73492,326000,72880343,COMPLETED
25020414,quarrylanemuseumofphotograph,yorkfieldfurnituredesignarch,100856,45692.83806,611000,,CANCELLED
25020501,imani.thomas,windermerepublicartconservan,100648,45693.39159,408000,45562918,COMPLETED
25020502,TheoKincaid,wexlercapital2,101086,45693.39933,521000,35242525,COMPLETED
25020503,isaac.shah,abigail.bennett,100347,45693.4065,874000,23121126,COMPLETED
25020504,howellartadvisory,valecapital2,100038,45693.43626,112000,87658927,REVERSED
25020505,howellartadvisory,elea_rook7,101061,45693.48045,2379000,12742361,COMPLETED
25020506,juniperridgepublicartconserv,akira.bennett,100647,45693.51881,6864000,16498618,COMPLETED
25020507,eastgateindustrialartsmuseum,malwex_hold3,100760,45693.55397,274000,12742361,COMPLETED
25020508,eva.howell,rosemontmuseumofmoderncraftd,100127,45693.56175,121000,16498618,COMPLETED
25020509,elliscollections,EleanorRook,100865,45693.60576,676000,87292197,COMPLETED
25020510,lana.vasquez,foundrybennettfineobjects,100329,45693.61002,861000,96187039,COMPLETED
25020511,eastgateindustrialartsmuseum,celine.irwin,100636,45693.69262,728000,87658927,COMPLETED
25020512,orchardhousecommunityartsfou,eastgateindustrialartsmuseum,100322,45693.69394,153500,72880343,COMPLETED
25020513,quinn.campbell,santiago.alvarez,100222,45693.69627,324500,16498618,COMPLETED
25020514,mina.singh,blair.kaur,100956,45693.71189,1271000,72880343,COMPLETED
25020515,southbanktextilearchive,jade.campbell,100323,45693.72579,227000,77404927,COMPLETED
25020516,dhale_family5,vanefamilyoffice,100781,45693.7673,722500,16660212,COMPLETED
25020517,ronanA,croth_alt,101011,45693.79037,1068000,16498618,COMPLETED
25020518,meridianmillercollections,brookfieldhistorichousefound,101070,45693.79257,425000,96187039,COMPLETED
25020601,vanecapital2,meridianmillercollections,100727,45694.37644,5633000,,PENDING
25020602,lana.vasquez,malwexler7,100662,45694.43705,237500,16660212,COMPLETED
25020603,emilia.cho,tanglewoodculturalmemoryproj,100576,45694.51152,383500,23121126,COMPLETED
25020604,imani.reed,elliscollections,100539,45694.5536,555000,35242525,COMPLETED
25020605,psethi_family6,imani.reed,100700,45694.57304,949500,72880343,CANCELLED
25020606,vanefamilyoffice,pineharborrailwayhistorycent,100837,45694.5763,272000,96187039,COMPLETED
25020607,heritagerowmaterialculturein,avane_alt,100191,45694.58288,1248000,11220767,COMPLETED
25020608,pineharborrailwayhistorycent,martinheritagesales,100338,45694.65928,397500,12742361,COMPLETED
25020609,windermeremuseumofmoderncraf,ruby.reed,100308,45694.68459,1389000,72880343,COMPLETED
25020610,valeheritagefund,vcross_alt,100025,45694.73332,349500,12742361,COMPLETED
25020611,ashlandmuseumofprintedarts,vivienne.cross,100318,45694.74461,207500,77404927,COMPLETED
25020612,tanglewoodfolkartarchive,aaron.olsen,100412,45694.77608,964500,36058655,COMPLETED
25020613,ari.turner,liucollections,100909,45694.84689,590500,72880343,COMPLETED
25020701,abigail.lee_curator,clara.ross,100726,45695.45745,395500,11220767,REJECTED
25020702,DominicHale,valentina.klein,101077,45695.5022,284500,77404927,COMPLETED
25020703,foundrybennettfineobjects,wexlercollection,100092,45695.51228,296500,35242525,COMPLETED
25020704,heritagerowdecorativeartsarc,elmsteadculturalpreservation,100082,45695.54664,358500,42365420,REJECTED
25020705,redcedarfolkartfoundation,southbanktextilearchive,100534,45695.55757,1096000,77404927,COMPLETED
25020706,EleanorRook,celine.irwin,100365,45695.60128,1349000,77404927,COMPLETED
25020707,GrantMercer,vanecapital2,100910,45695.6576,405000,75941901,COMPLETED
25020708,ashcroftcollection,nadia_whitmore,101073,45695.67502,658500,72880343,COMPLETED
25020709,ronashcroft7,fairmontdesignheritagecenter,100086,45695.68421,548000,23121126,COMPLETED
25020710,windermerepublicartconservan,ronash_hold5,100932,45695.70619,1009000,72880343,COMPLETED
25020711,rosemontmuseumofmoderncraftd,theo_kinc2,100722,45695.72058,227500,23121126,COMPLETED
25020712,lucia.knight,rosemontmuseumofmoderncraftd,100394,45695.72757,382500,12742361,COMPLETED
25020713,rosemontmuseumofmoderncraftd,beatrice.kim,100616,45695.73712,693500,35242525,COMPLETED
25020801,howellartadvisory,castillocollections,100292,45696.33637,324000,87658927,COMPLETED
25020802,vcross_alt,castillocollections,100709,45696.42493,1338000,96187039,COMPLETED
25020803,greatlakesindustrialartsmuse,dhale_family5,100875,45696.51446,859000,36058655,COMPLETED
25020804,quinn.campbell,crossventuresart,100652,45696.73716,188000,36058655,CANCELLED
25020901,southbanktextilearchive,elmsteadculturalmemoryprojec,100559,45697.47698,583000,75941901,COMPLETED
25020902,EleanorRook,crossventuresart,100927,45697.51346,365000,36058655,COMPLETED
25020903,abigail.morgan,aaron.olsen,101069,45697.5559,1023000,42365420,CANCELLED
25020904,delilah.kim,nadia_whitmore,100960,45697.63684,158000,72880343,COMPLETED
25020905,heritagerowmaterialculturein,windermeredesignheritage_org,100891,45697.73583,456500,16498618,COMPLETED
25020906,georgia.park,daniel.ito,100253,45697.73837,965500,87292197,REJECTED
25021001,julia.roberts,TheoKincaid,100643,45698.38438,481000,87658927,COMPLETED
25021002,yasmin.roberts,cassidy.mason,100463,45698.40359,475000,36058655,COMPLETED
25021003,nathan58,crossventuresart,100494,45698.40575,907000,36058655,COMPLETED
25021004,harper7,liucollections,100905,45698.40859,422500,16660212,COMPLETED
25021005,eva.howell,dhale_family5,100848,45698.41936,745500,75941901,COMPLETED
25021006,rosemontmuseumofmoderncraftd,rothartadvisory,100682,45698.45634,577000,96187039,COMPLETED
25021007,priya.nelson,tanglewoodfolkartarchive,101071,45698.52279,412500,75941901,COMPLETED
25021008,cassidy.ito,jade.campbell,100397,45698.5389,407500,96187039,COMPLETED
25021009,choiartadvisory,meridianmillercollections,100900,45698.54683,922500,35242525,COMPLETED
25021010,oakhollowmuseumofappliedarts,ashlanddecorativeartsarchive,100694,45698.55949,2235000,36058655,COMPLETED
25021011,mina.singh,celine.irwin,100864,45698.58028,1313000,72880343,COMPLETED
25021012,chloe.shah,nathan58,100482,45698.58052,347500,77404927,COMPLETED
25021013,delilah.kim,ari.turner,100486,45698.58398,1280000,,PENDING
25021014,sofia.hayes,sabrina.shah,100055,45698.58647,290000,36058655,COMPLETED
25021015,fairmontmaritimeheritagemuse,liucollections,100111,45698.59646,593000,96187039,COMPLETED
25021016,augvan_hold1,malik.johnson,101029,45698.66367,299500,90907400,COMPLETED
25021017,nathan.hassan,abigail.bennett,100692,45698.71707,526000,90907400,CANCELLED
25021018,tanglewoodfolkartarchive,tariqinvests,101054,45698.71741,1690000,45562918,COMPLETED
25021019,vanecapital2,howellartadvisory,100280,45698.84227,477500,45562918,COMPLETED
25021101,northbridgemuseumofmoderncra,santiago.alvarez,100164,45699.34417,308500,16498618,COMPLETED
25021102,highlandartistslegacytrust,ftran_westhave,101035,45699.37703,304500,75941901,COMPLETED
25021103,wexlercollection,farah.vasquez,100745,45699.39052,457500,75941901,FAILED
25021104,northbridgemuseumofmoderncra,beatrice.kim,100869,45699.4049,1172000,45562918,COMPLETED
25021105,felix.romero,theo_kinc2,101091,45699.40675,239000,90907400,COMPLETED
25021106,harborlightpublicartconserva,southbankmaritimeheritagemus,100018,45699.43512,193000,16498618,COMPLETED
25021107,yasmin.roberts,blair.kaur,100042,45699.43553,720000,96187039,COMPLETED
25021108,valeheritagefund,ari.turner,100580,45699.49027,871000,87292197,COMPLETED
25021109,eastgateindustrialartsmuseum,howellartadvisory,100635,45699.51177,539000,72880343,COMPLETED
25021110,vivienne.cross,vanefamilyoffice,100904,45699.53279,441500,36058655,COMPLETED
25021111,celrot_hold2,lana.vasquez,100625,45699.61889,621000,90907400,COMPLETED
25021112,isaac.shah,nathan58,100196,45699.71683,598500,36058655,COMPLETED
25021113,adamscollections,rothcapital2,100736,45699.7331,1669000,72880343,COMPLETED
25021201,howardfineobjects,meridianmillercollections,100016,45700.399,74600,87658927,COMPLETED
