p_id;name;category;owned_by;est_value;status;phase;event;listed_at;is_relevant
100427;Arthur Ito, New Orleans at Night, 2016;PHOTOGRAPH;wellingtonmaterialcultureins;1153000;FULLY_SUBSCRIBED;2;15;2023-12-22;FALSE
100428;Camille Novak, Coastal Light, bronze, 1894;SCULPTURE;greatlakesindustrialartsmuse;1600000;AVAILABLE;2;15;2024-01-23;FALSE
100429;Miniature Effects Vehicle — Group 2;FILM_PROP;longfellowestatecollection;323000;AVAILABLE;2;15;2023-12-01;FALSE
100430;Theo Roth Precision Microscope, 1935;SCIENTIFIC_INSTRUMENT;avane_alt;585000;SOLD;2;15;2024-01-07;FALSE
100431;Bay City Foundry Press, Illustrated First Edition, 1931;RARE_BOOK;ashlandestatecollection;151000;AVAILABLE;2;15;2024-01-29;FALSE
100432;Philadelphia Railway Carriage Panel, 1935;TRANSPORTATION;CelesteRoth;425000;SOLD;2;15;2024-01-02;FALSE
100433;Historic Household Interior Group — Group 2;COLLECTION;oakhollowmuseumofappliedarts;742000;REJECTED;2;15;2024-01-14;FALSE
100434;Felix Ferrand, Standing Form, bronze, 1927;SCULPTURE;wexlercollection;709000;SOLD;2;15;2023-12-23;FALSE
100435;Riverside Theatre Silver Presentation Service, 1884;METALWORK;isaac.shah;973000;SOLD;2;15;2023-12-24;FALSE
100436;Westhaven Works Processional Banner, 1778;TEXTILE;bellwethermaterialcultureins;144000;AVAILABLE;2;15;2023-12-03;FALSE
100437;Arcade Development Console;TECHNOLOGY;yorkfieldfurnituredesignarch;523000;SOLD;2;15;2023-12-25;FALSE
100438;Jazz Club Upright Piano — Group 4;MUSICAL_INSTRUMENT;malik.johnson;621000;SOLD;2;15;2023-12-26;FALSE
100439;Hand-Coloured Regional Map — Group 3;MAP;caesar;850000;SOLD;2;15;2024-01-10;FALSE
100440;Rosa Voss Tour Outfit and Backstage Passes, 1985;MUSIC_MEMORABILIA;aiden.patel;867000;SOLD;2;15;2023-12-22;FALSE
100441;Harcourt Estate Computing Prototype, 1995;TECHNOLOGY;franklincollections;465000;SOLD;2;15;2023-12-09;FALSE
100442;Journal of the Los Angeles Expedition, 1831–1833;MANUSCRIPT;windermeredesignheritage_org;614000;SOLD;2;15;2024-01-09;FALSE
100443;Nadia Quinn Library Chair, 1933;FURNITURE;wellingtonmaterialcultureins;990000;FULLY_SUBSCRIBED;2;15;2023-12-27;FALSE
100444;After the Storm Print;PRINT;ronanA;488000;SOLD;2;15;2024-01-13;FALSE
100445;Mara Serrat, Study for The Long Platform, 2015;DRAWING;zane.flores_director;322000;AVAILABLE;2;15;2024-01-29;FALSE
100446;Priya Voss, The North Courtyard, 1872;PAINTING;valecapital2;327000;SOLD;2;15;2024-01-31;FALSE
100447;Felix Bennett, Blue Room with Fig Tree, lithograph, 1753;PRINT;tanglewoodmuseumofmoderncraf;278000;AVAILABLE;2;15;2024-01-30;FALSE
100448;Gold and Enamel Memorial Brooch, c. 2001;JEWELRY;elmsteadculturalpreservation;2036000;SOLD;2;15;2023-12-17;FALSE
100449;Theo Vale Couture Evening Coat, 1993;FASHION;lorenzo.xu;456000;SOLD;2;15;2024-01-09;FALSE
100450;Jonas Novak, Orchard Interior, bronze, 1931;SCULPTURE;sofia.hayes;458000;SOLD;2;15;2023-12-21;FALSE
100451;Screen-Used House at Low Tide Prop, 1948;FILM_PROP;malik.johnson;357000;SOLD;2;15;2023-12-03;FALSE
100452;Westhaven Works Archive, 1839–1869;ARCHIVAL_COLLECTION;leo.lane;1041000;FULLY_SUBSCRIBED;2;15;2023-12-21;FALSE
100453;Celia Desai, Studio with Copper Vessel, 1956;PAINTING;georgia.lee;240000;AVAILABLE;2;15;2024-01-23;FALSE
100454;Elias Desai, Study for Harbour Series I, 1964;DRAWING;windermeredesignheritagecent;608000;SOLD;2;15;2023-12-07;FALSE
100455;Priya Desai, Black Orchard, lithograph, 1944;PRINT;stonefieldpublicartconservan;176000;AVAILABLE;2;15;2023-12-31;FALSE
100456;Cypress Observatory Ceremonial Presentation Object, 1935;HISTORIC_OBJECT;eastgateindustrialartsmuseum;425000;SOLD;2;15;2024-01-25;FALSE
100457;Three Cypress Trees;PAINTING;rosemonthistoricalsociety;2585000;FULLY_SUBSCRIBED;2;15;2024-01-30;FALSE
100458;Family Correspondence Archive — Group 2;ARCHIVAL_COLLECTION;aldergrovefurnituredesignarc;508000;SOLD;2;15;2024-01-10;FALSE
100459;Mara Cole, Studio with Copper Vessel, 1978;PAINTING;farah.stone;886000;PARTIALLY_SUBSCRIBED;2;15;2024-01-27;FALSE
100460;Nadia Mercer Studio Ceramic Vessel Set, 1901;CERAMIC;longfellowestatecollection;566000;SOLD;2;15;2024-01-19;FALSE
100461;Early Television Camera;FILM_AND_MEDIA;wexlercollection;594000;SOLD;2;15;2024-01-09;FALSE
100462;Felix Cole, Study for Market Morning, 1796;DRAWING;santiago.alvarez;424000;SOLD;2;15;2023-12-18;FALSE
100463;Traditional Craft Tool Set;ETHNOGRAPHIC_OBJECT;rothcapital2;468000;SOLD;2;15;2024-01-25;FALSE
100464;Fossil Fish Slab;NATURAL_HISTORY;delilah.kim;758000;REJECTED;2;15;2023-12-22;FALSE
100465;Rosa Saito Precision Microscope, 1762;SCIENTIFIC_INSTRUMENT;highlandartistslegacytru_org;307000;SALE_PENDING;2;15;2023-12-07;FALSE
100466;Cypress Observatory Computing Prototype, 1973;TECHNOLOGY;windermerepublicartconservan;1330000;AVAILABLE;2;15;2023-12-05;FALSE
100467;Theo Dawson, Philadelphia at Night, 1975;PHOTOGRAPH;elmsteadculturalpreservation;532000;SOLD;2;15;2023-12-30;FALSE
100468;Riverside Theatre Control Panel, 1998;INDUSTRIAL_OBJECT;lucia.tran;761000;SOLD;2;15;2023-12-22;FALSE
100469;Westhaven Works Computing Prototype, 1996;TECHNOLOGY;rosemontmuseumofmoderncraftd;8046000;SALE_PENDING;2;15;2024-01-07;FALSE
100470;Arthur Ferrand, Monterey at Night, 1952;PHOTOGRAPH;harborlightdecorativeartsarc;172000;AVAILABLE;2;15;2023-12-01;FALSE
100471;Darius Caldwell, Harbour Series I, 2017;PAINTING;yara.diaz;2820000;FULLY_SUBSCRIBED;2;15;2024-03-16;FALSE
100472;Samuel Ferrand, Factory Window, bronze, 1750;SCULPTURE;crossventuresart;1046000;AVAILABLE;2;15;2024-03-06;FALSE
100473;Camille Desai, Denver at Night, 1967;PHOTOGRAPH;windermerepublicartconservan;839000;SOLD;2;15;2024-03-09;FALSE
100474;Celia Roth, Blue Room with Fig Tree, bronze, 1920;SCULPTURE;timberlinerestorationfoundat;1108000;SOLD;2;15;2024-02-06;FALSE
100475;Lucien Havel, Coastal Light, 1822;PAINTING;noelle.palmer;612000;SOLD;2;15;2024-02-28;FALSE
100476;Richmond Photographic Album;PHOTOGRAPH;vanefamilyoffice;457000;AVAILABLE;2;15;2024-03-28;FALSE
100477;Historic Prayer Book;RELIGIOUS_OBJECT;cole.thomas_director;667000;SALE_PENDING;2;15;2024-02-09;FALSE
100478;Amara Vale, Green Passage, 1989;PAINTING;willowmererailwayhistorycent;633000;AVAILABLE;2;15;2024-03-12;FALSE
100479;Fantasy Film Sword Prop — Group 2;FILM_PROP;nathan.hassan;159000;AVAILABLE;2;15;2024-03-17;FALSE
100480;Celia Morrow Art Glass Panel, 1821;GLASS;tanglewoodculturalmemory_org;1754000;AVAILABLE;2;15;2024-02-17;FALSE
100481;Ansel Dawson, Signal Field, lithograph, 1870;PRINT;crosscapital2;929000;AVAILABLE;2;15;2024-03-08;FALSE
100482;Camille Saito, House at Low Tide, 2004;PAINTING;nathan58;361000;AVAILABLE;2;15;2024-03-19;FALSE
100483;Telecommunications Switching Unit — Group 2;TECHNOLOGY;chloe.singh;1852000;FULLY_SUBSCRIBED;2;15;2024-02-25;FALSE
100484;Black Orchard Study;DRAWING;ronash_hold5;637000;AVAILABLE;2;15;2024-02-25;FALSE
100485;Rafael Alvarez Concert Violin, 1713;MUSICAL_INSTRUMENT;CeliaSterling;1168000;SOLD;2;15;2024-02-13;FALSE
100486;Winter Garden Study;DRAWING;delilah.kim;1386000;SALE_PENDING;2;15;2024-03-25;FALSE
100487;Meridian Studio Ceremonial Presentation Object, 1928;HISTORIC_OBJECT;aldergrovefurnituredesignarc;844000;AVAILABLE;2;15;2024-03-10;FALSE
100488;Gabriel Ellis Exhibition Lamp Prototype, 1925;DESIGN_OBJECT;santiago.alvarez;808000;SOLD;2;15;2024-03-17;FALSE
100489;Cypress Observatory Control Panel, 1976;INDUSTRIAL_OBJECT;helvale7;153000;SOLD;2;15;2024-03-07;FALSE
100490;Linden Library Control Panel, 1907;INDUSTRIAL_OBJECT;ashcroftcapital2;546000;SOLD;2;15;2024-02-11;FALSE
100491;Amara Cole, Philadelphia at Night, 1975;PHOTOGRAPH;GrantMercer;249000;AVAILABLE;2;15;2024-03-08;FALSE
100492;Granite Bay Film Society Computing Prototype, 1947;TECHNOLOGY;stonefieldhistorichousefound;610000;SOLD;2;15;2024-03-11;FALSE
100493;Modular Chair Prototype — Group 2;DESIGN_OBJECT;lorenzo.ellis;1557000;FULLY_SUBSCRIBED;2;15;2024-02-10;FALSE
100494;Screen-Used The North Courtyard Prop, 1950;FILM_PROP;crossventuresart;1178000;SOLD;2;15;2024-02-14;FALSE
100495;Gold and Enamel Memorial Brooch, c. 1825;JEWELRY;tanglewoodmuseumofmoderncraf;1771000;FULLY_SUBSCRIBED;2;15;2024-02-28;FALSE
100496;Denver Railway Carriage Panel, 1988;TRANSPORTATION;keira.nguyen;933000;PARTIALLY_SUBSCRIBED;2;15;2024-02-15;FALSE
100497;Victorian Mourning Brooch;JEWELRY;liucollections;552000;SOLD;2;15;2024-02-22;FALSE
100498;Seattle Championship Match-Worn Jersey, 2018;SPORTS_MEMORABILIA;crossventuresart;1824000;SOLD;2;15;2024-02-02;FALSE
100499;Darius Ren, Factory Window, bronze, 2012;SCULPTURE;theo_kinc2;483000;SOLD;2;15;2024-02-29;FALSE
100500;Bay City Foundry Stained-Glass Window, 1799;ARCHITECTURAL_ELEMENT;stoneartadvisory;1765000;SOLD;2;15;2024-02-27;FALSE
100501;Riverside Theatre Ceremonial Presentation Object, 1781;HISTORIC_OBJECT;foxgloveartistslegacytrust;856000;SOLD;2;15;2024-03-02;FALSE
100502;Harcourt Estate Processional Cross, c. 1789;RELIGIOUS_OBJECT;lila.estrada;1863000;FULLY_SUBSCRIBED;2;15;2024-02-19;FALSE
100503;Concert Poster Archive — Group 2;MUSIC_MEMORABILIA;eastgaterailwayhistorycenter;257000;AVAILABLE;2;15;2024-02-15;FALSE
100504;Decorative Iron Gate;ARCHITECTURAL_ELEMENT;cassidy.ito;467000;SOLD;2;15;2024-03-29;FALSE
100505;Imani Kwon, Winter Garden, 1759;PAINTING;northbridgemuseumofmoderncra;2445000;SOLD;2;15;2024-03-30;FALSE
100506;House at Low Tide Sculpture;SCULPTURE;robertsheritagesales;783000;SOLD;2;15;2024-02-17;FALSE
100507;Excavated Ceramic Vessel with Field Archive, c. 354;ARCHAEOLOGICAL_OBJECT;nadia_whitmore;879000;SOLD;2;15;2024-02-28;FALSE
100508;Harcourt Estate Processional Banner, 1762;TEXTILE;silvermarshdecorativeartsarc;709000;AVAILABLE;2;15;2024-03-13;FALSE
100509;Screen-Used Harbour Series I Prop, 1978;FILM_PROP;xavier.jacobs;746000;REJECTED;2;15;2024-03-01;FALSE
100510;Mercury Records Archive, 1977–2007;ARCHIVAL_COLLECTION;eastgateindustrialartsmuseum;3404000;SOLD;2;15;2024-02-01;FALSE
100511;Embroidered Civic Standard — Group 2;TEXTILE;vcross_alt;446000;SOLD;2;15;2024-02-20;FALSE
100512;Orion Press Computing Prototype, 1994;TECHNOLOGY;harper.hernandez;737000;REJECTED;2;15;2024-03-25;FALSE
100513;Imani Cole Studio Ceramic Vessel Set, 1871;CERAMIC;stonefieldpublicartconservan;1070000;FULLY_SUBSCRIBED;2;15;2024-02-20;FALSE
100514;Samuel Kapoor, After the Storm, lithograph, 2017;PRINT;highlandartistslegacytru_org;191000;AVAILABLE;2;15;2024-03-12;FALSE
100515;Harcourt Estate Processional Cross, c. 1782;RELIGIOUS_OBJECT;wexlercollection;520000;SOLD;2;15;2024-03-27;FALSE
100516;New York Railway Carriage Panel, 1923;TRANSPORTATION;ronashcroft7;776000;AVAILABLE;2;15;2024-02-15;FALSE
100517;Granite Bay Film Society Painted Stage Backdrop, 1866;THEATRE_OBJECT;georgia_elli;1033000;SOLD;2;15;2024-03-29;FALSE
100518;Westhaven Works Computing Prototype, 2007;TECHNOLOGY;cedarpointculturalmemoryproj;1563000;AVAILABLE;2;15;2024-02-05;FALSE
100519;New Orleans Championship Match-Worn Jersey, 1965;SPORTS_MEMORABILIA;osca_bexl6;4418000;SOLD;2;15;2024-02-01;FALSE
100520;Bay City Foundry Processional Cross, c. 1803;RELIGIOUS_OBJECT;lucia.knight;629000;SOLD;2;15;2024-03-09;FALSE
100521;Rowan Voss, The Reading Room, 1936;PAINTING;rosemontdesignheritagecenter;1290000;SOLD;2;15;2024-02-20;FALSE
100522;Samuel Alvarez Couture Evening Coat, 1910;FASHION;abigail.lee_curator;1410000;FULLY_SUBSCRIBED;2;15;2024-02-03;FALSE
100523;Ansel Kapoor Library Chair, 1860;FURNITURE;abigail.bennett;311000;SOLD;2;15;2024-03-05;FALSE
100524;Valentina Ito, Study for Signal Field, 1778;DRAWING;willowmererailwayhistorycent;500000;SOLD;2;15;2024-02-27;FALSE
100525;Mara Kwon Library Chair, 1972;FURNITURE;elias.estrada;2739000;FULLY_SUBSCRIBED;2;15;2024-03-28;FALSE
100526;Elena Maren Tour Outfit and Backstage Passes, 1960;MUSIC_MEMORABILIA;harper.hernandez;401000;AVAILABLE;2;15;2024-03-01;FALSE
100527;Darius Mercer, The North Courtyard, 1947;PAINTING;aaron.olsen;1291000;SOLD;2;15;2024-02-27;FALSE
100528;Amara Kwon, Harbour Series I, 1866;PAINTING;harper7;1725000;SOLD;2;15;2024-03-05;FALSE
100529;Gold and Enamel Memorial Brooch, c. 2003;JEWELRY;cedarpointculturalmemoryproj;384000;AVAILABLE;2;15;2024-02-20;FALSE
100530;Linden Library Silver Presentation Service, 1877;METALWORK;andersonartadvisory;831000;SOLD;2;15;2024-03-23;FALSE
100531;Riverside Theatre Silver Presentation Service, 1767;METALWORK;chloe.singh;250000;AVAILABLE;2;15;2024-02-21;FALSE
100532;Mercury Records Press, Illustrated First Edition, 1821;RARE_BOOK;naomi.reyes;1567000;SOLD;2;15;2024-02-29;FALSE
100533;Santiago Ren Couture Evening Coat, 1911;FASHION;ironwoodcraftpreservatio_org;477000;AVAILABLE;2;15;2024-02-08;FALSE
100534;New York Railway Carriage Panel, 2007;TRANSPORTATION;southbanktextilearchive;1144000;SOLD;2;15;2024-03-21;FALSE
100535;Mercury Records Silver Presentation Service, 1800;METALWORK;longfellowestatecollection;667000;AVAILABLE;2;15;2024-02-16;FALSE
100536;Mercury Records Stained-Glass Window, 1776;ARCHITECTURAL_ELEMENT;ari.turner;188000;SOLD;2;15;2024-02-15;FALSE
100537;Los Angeles Railway Carriage Panel, 1962;TRANSPORTATION;wexlercapital2;1047000;SOLD;2;15;2024-03-16;FALSE
100538;Historic Motorcycle;TRANSPORTATION;longfellowestatecollection;664000;SOLD;2;15;2024-02-11;FALSE
100539;Mateo Foster Concert Violin, 1896;MUSICAL_INSTRUMENT;nadia_whitmore;498000;SOLD;2;15;2024-03-11;FALSE
100540;Samuel Novak, House at Low Tide, 1890;PAINTING;sabrina.shah;1621000;SOLD;2;15;2024-02-24;FALSE
100541;Film Festival Print;FILM_AND_MEDIA;greatlakesindustrialartsmuse;733000;SOLD;2;15;2024-03-17;FALSE
100542;Historic Restaurant Sign — Group 3;HISTORIC_OBJECT;ironwoodcraftpreservationsoc;805000;WITHDRAWN;2;15;2024-02-27;FALSE
100543;Annotated Travel Diary — Group 2;MANUSCRIPT;naomi.campbell;394000;AVAILABLE;2;15;2024-02-14;FALSE
100544;Public Transit Destination Sign;TRANSPORTATION;yasmin.roberts;306000;SOLD;2;15;2024-03-07;FALSE
100545;Cypress Observatory Processional Cross, c. 1936;RELIGIOUS_OBJECT;abigail.lee_curator;498000;SOLD;2;15;2024-03-17;FALSE
100546;Local Newspaper Photograph Archive — Group 6;ARCHIVAL_COLLECTION;santiago.jordan;887000;SOLD;2;15;2024-02-24;FALSE
100547;Annotated Production Script, 1928;FILM_AND_MEDIA;rosemonthistoricalsociety;280000;AVAILABLE;2;15;2024-02-28;FALSE
100548;Amina Desai, Portland at Night, 1854;PHOTOGRAPH;adamscollections;323000;SOLD;2;15;2024-02-03;FALSE
100549;Historic Household Interior Group — Group 3;COLLECTION;jocelyn.huang;1918000;SOLD;2;15;2024-02-23;FALSE
100550;Valentina Saito Library Chair, 1988;FURNITURE;lucia.knight;369000;SOLD;2;15;2024-02-12;FALSE
100551;Study for a Procession Sculpture;SCULPTURE;quarrylanemuseumofphotograph;3593000;FULLY_SUBSCRIBED;2;15;2024-02-21;FALSE
100552;Savannah Championship Match-Worn Jersey, 1952;SPORTS_MEMORABILIA;wexlercollection;87000;AVAILABLE;2;15;2024-03-14;FALSE
100553;Carved Stone Door Surround — Group 2;ARCHITECTURAL_ELEMENT;northbridgemuseumofmoderncra;229000;SOLD;2;15;2024-02-04;FALSE
100554;Gold and Enamel Memorial Brooch, c. 1925;JEWELRY;crossventuresart;771000;SOLD;2;15;2024-03-12;FALSE
100555;Theo Novak, Three Cypress Trees, 1906;PAINTING;cedarpointculturalmemoryproj;983000;AVAILABLE;2;15;2024-02-25;FALSE
100556;Elena Kapoor, Orchard Interior, 1953;PAINTING;meridianmillercollections;1322000;SOLD;2;15;2024-02-28;FALSE
100557;Denver Championship Match-Worn Jersey, 1922;SPORTS_MEMORABILIA;clara.ross;519000;SOLD;2;15;2024-03-31;FALSE
100558;Local Newspaper Photograph Archive — Group 7;ARCHIVAL_COLLECTION;psethi_family6;2116000;SOLD;2;15;2024-02-16;FALSE
100559;Noelle Serrat Precision Microscope, 1990;SCIENTIFIC_INSTRUMENT;elmsteadculturalmemoryprojec;540000;SOLD;2;15;2024-03-08;FALSE
100560;Rafael Kwon, Denver at Night, 1857;PHOTOGRAPH;OscarBexley;318000;SOLD;2;15;2024-02-08;FALSE
100561;Elena Voss, Baltimore at Night, 1988;PHOTOGRAPH;eastgaterailwayhistorycenter;103000;AVAILABLE;2;15;2024-03-29;FALSE
100562;Noelle Bennett, Blue Room with Fig Tree, bronze, 1903;SCULPTURE;ari.morgan;974000;FULLY_SUBSCRIBED;2;15;2024-03-10;FALSE
100563;Mercury Records Press, Illustrated First Edition, 1762;RARE_BOOK;celine.irwin;919000;SOLD;2;15;2024-02-11;FALSE
100564;Arcade Development Console — Group 2;TECHNOLOGY;emilia.sullivan_curator;708000;SALE_PENDING;2;15;2024-03-11;FALSE
100565;Riverside Theatre Stained-Glass Window, 1868;ARCHITECTURAL_ELEMENT;vanefamilyoffice;483000;SOLD;2;15;2024-03-21;FALSE
100566;Opera Scenery Panel;THEATRE_OBJECT;willowmererailwayhistorycent;419000;AVAILABLE;2;15;2024-03-18;FALSE
100567;Mosaic Interior Panel — Group 2;ARCHITECTURAL_ELEMENT;osca_bexl6;366000;SOLD;2;15;2024-02-09;FALSE
100568;Early Scientific Treatise — Group 3;RARE_BOOK;cole.thomas_director;100000;AVAILABLE;2;15;2024-03-23;FALSE
100569;North Coast Railway Silver Presentation Service, 1919;METALWORK;rothartadvisory;1622000;SOLD;2;15;2024-03-07;FALSE
100570;Lucien Alvarez Tour Outfit and Backstage Passes, 1960;MUSIC_MEMORABILIA;elias.estrada;670000;AVAILABLE;2;15;2024-03-05;FALSE
100571;New Orleans Botanical Specimen Collection, 1774;NATURAL_HISTORY;georgia.lee;939000;PARTIALLY_SUBSCRIBED;2;15;2024-02-08;FALSE
100572;Seattle Championship Match-Worn Jersey, 1962;SPORTS_MEMORABILIA;rosemontmuseumofmoderncraftd;253000;SOLD;2;15;2024-02-24;FALSE
100573;Felix Kwon Tour Outfit and Backstage Passes, 1950;MUSIC_MEMORABILIA;walkercollections;856000;SOLD;2;15;2024-02-05;FALSE
100574;Survey Map of Denver, 1816;MAP;cedarpointculturalmemoryproj;1150000;SALE_PENDING;2;15;2024-02-09;FALSE
100575;St. Elian Parish Material Culture Collection, 1756–1781;COLLECTION;lila.estrada;894000;AVAILABLE;2;15;2024-02-15;FALSE
100576;Imani Bell Exhibition Lamp Prototype, 1981;DESIGN_OBJECT;tanglewoodculturalmemoryproj;397000;SOLD;2;15;2024-02-14;FALSE
100577;Jonas Roth, Study for Harbour Series I, 1750;DRAWING;elmsteadculturalmemoryprojec;418000;SALE_PENDING;2;15;2024-03-06;FALSE
100578;Jonas Bell, Studio with Copper Vessel, bronze, 1754;SCULPTURE;vivian.reyes_finance;834000;WITHDRAWN;2;15;2024-03-08;FALSE
100579;Westhaven Works Archive, 1924–1954;ARCHIVAL_COLLECTION;rosemontdesignheritagecenter;2462000;FULLY_SUBSCRIBED;2;15;2024-02-11;FALSE
100580;Gold and Enamel Memorial Brooch, c. 1771;JEWELRY;ari.turner;814000;SOLD;2;15;2024-03-03;FALSE
100581;Night Tram;PAINTING;henry.reed;862000;WITHDRAWN;2;15;2024-02-25;FALSE
100582;Santiago Saito Tour Outfit and Backstage Passes, 1955;MUSIC_MEMORABILIA;isabel.carter;1221000;FULLY_SUBSCRIBED;2;15;2024-02-29;FALSE
100583;Elena Quinn Tour Outfit and Backstage Passes, 1953;MUSIC_MEMORABILIA;lana.mendez;956000;SALE_PENDING;2;15;2024-02-07;FALSE
100584;Jazz Club Upright Piano — Group 5;MUSICAL_INSTRUMENT;quarrylanemuseumofphotograph;299000;AVAILABLE;2;15;2024-03-08;FALSE
100585;Camille Foster, Study for The Long Platform, 1852;DRAWING;wellingtonmaterialcultureins;801000;SALE_PENDING;2;15;2024-03-30;FALSE
100586;New York Railway Carriage Panel, 1889;TRANSPORTATION;ruby.reed;2871000;SOLD;2;15;2024-02-11;FALSE
100587;Detroit Botanical Specimen Collection, 1803;NATURAL_HISTORY;andersonartadvisory;4805000;SOLD;2;15;2024-03-25;FALSE
100588;Elena Morrow Exhibition Lamp Prototype, 1980;DESIGN_OBJECT;reese.wilson;2299000;FULLY_SUBSCRIBED;2;15;2024-03-24;FALSE
100589;Exhibition Lighting Prototype — Group 3;DESIGN_OBJECT;bishopheritagesales;320000;SOLD;2;15;2024-03-26;FALSE
100590;Riverside Theatre Control Panel, 1877;INDUSTRIAL_OBJECT;greatlakesindustrialartsmuse;696000;AVAILABLE;2;15;2024-02-06;FALSE
100591;Match-Worn Football Shirt — Group 2;SPORTS_MEMORABILIA;reyesfineobjects;380000;SOLD;3;16;2024-04-08;FALSE
100592;Iris Ferrand, After the Storm, 1894;PAINTING;farah.vasquez;3071000;SOLD;3;16;2024-04-05;FALSE
100593;Nadia Serrat Art Glass Panel, 1855;GLASS;blair.kaur;2087000;SOLD;3;16;2024-04-11;FALSE
100594;Journal of the Denver Expedition, 1882–1884;MANUSCRIPT;windermeremuseumofmoderncraf;785000;SOLD;3;16;2024-04-14;FALSE
100595;Harbour Series I Sculpture;SCULPTURE;liucollections;877000;SOLD;3;16;2024-04-04;FALSE
100596;Los Angeles Championship Match-Worn Jersey, 1964;SPORTS_MEMORABILIA;oakhollowmuseumofappliedarts;2034000;SALE_PENDING;3;16;2024-04-06;FALSE
100597;Philadelphia Championship Match-Worn Jersey, 1930;SPORTS_MEMORABILIA;ironwoodcraftpreservatio_org;6762000;FULLY_SUBSCRIBED;3;16;2024-04-18;FALSE
100598;Salt Marsh at Dusk;PAINTING;vanecapital2;580000;SOLD;3;16;2024-04-20;FALSE
100599;Studio with Copper Vessel;PAINTING;jade.campbell;2973000;AVAILABLE;3;16;2024-04-01;FALSE
100600;Gold and Enamel Memorial Brooch, c. 1991;JEWELRY;jade.campbell;736000;REJECTED;3;16;2024-04-04;FALSE
100601;Savannah Photographic Album;PHOTOGRAPH;leo.lane;911000;AVAILABLE;3;16;2024-04-07;FALSE
100602;Journal of the Boston Expedition, 1909–1911;MANUSCRIPT;southbankmaritimeheritagemus;454000;SOLD;3;16;2024-04-17;FALSE
100603;Priya Navarro Library Chair, 1835;FURNITURE;windermerepublicartconservan;1656000;SOLD;3;16;2024-04-15;FALSE
100604;Excavated Ceramic Vessel with Field Archive, c. 511;ARCHAEOLOGICAL_OBJECT;adamscollections;712000;SOLD;3;16;2024-04-02;FALSE
100605;Redwood Civic Association Painted Stage Backdrop, 1989;THEATRE_OBJECT;crossventuresart;198000;SOLD;3;16;2024-04-02;FALSE
100606;Leila Cole, Market Morning, 1825;PAINTING;georgia.park;1362000;FULLY_SUBSCRIBED;3;16;2024-04-11;FALSE
100607;Arthur Mercer, New York at Night, 1887;PHOTOGRAPH;akira.bennett;792000;SOLD;3;16;2024-04-18;FALSE
100608;Mercury Records Archive, 1810–1840;ARCHIVAL_COLLECTION;celine.irwin;599000;SOLD;3;16;2024-04-01;FALSE
100609;Journal of the Savannah Expedition, 1863–1865;MANUSCRIPT;cedarpointculturalmemoryproj;738000;REJECTED;3;16;2024-04-02;FALSE
100610;Orchard Interior;PAINTING;howellartadvisory;293000;SOLD;3;16;2024-04-06;FALSE
100611;Bay City Foundry Painted Stage Backdrop, 1768;THEATRE_OBJECT;aaron.olsen;676000;SOLD;3;17;2024-04-23;FALSE
100612;Jonas Kapoor, House at Low Tide, bronze, 1769;SCULPTURE;celine.irwin;1622000;FULLY_SUBSCRIBED;3;17;2024-04-23;FALSE
100613;Concert Poster Archive — Group 3;MUSIC_MEMORABILIA;anthony.garcia;656000;SOLD;3;17;2024-04-24;FALSE
100614;Iris Novak, The Long Platform, bronze, 1776;SCULPTURE;celine.irwin;3135000;SOLD;3;17;2024-04-23;FALSE
100615;Amina Alvarez, The Reading Room, 1825;PAINTING;wexlercollection;1114000;SOLD;3;17;2024-04-25;FALSE
100616;Amara Voss Couture Evening Coat, 1959;FASHION;ronanA;731000;SOLD;3;17;2024-04-23;FALSE
100617;Rafael Rivera, Chicago at Night, 1970;PHOTOGRAPH;oakhollowdesignheritagecente;657000;SOLD;3;17;2024-04-22;FALSE
100618;Arthur Navarro Tour Outfit and Backstage Passes, 1997;MUSIC_MEMORABILIA;keystonepatelfineobjects;521000;SOLD;3;17;2024-04-24;FALSE
100619;Valentina Ellis Couture Evening Coat, 1957;FASHION;bellwethermaterialcultureins;885000;PARTIALLY_SUBSCRIBED;3;17;2024-04-23;FALSE
100620;Survey Map of Los Angeles, 1830;MAP;chloe.shah;2895000;SOLD;3;17;2024-04-24;FALSE
100621;Concert Poster Archive — Group 4;MUSIC_MEMORABILIA;eastgateindustrialartsmuseum;862000;SOLD;3;17;2024-04-24;FALSE
100622;Elena Navarro Concert Violin, 1695;MUSICAL_INSTRUMENT;yasmin.roberts;659000;SOLD;3;17;2024-04-23;FALSE
100623;Orchard Interior Sculpture;SCULPTURE;keystoneandersonauctions;4683000;SOLD;3;17;2024-04-23;FALSE
100624;Nadia Vale, Cloud over the Foundry, bronze, 1791;SCULPTURE;ari.morgan;915000;PARTIALLY_SUBSCRIBED;3;17;2024-04-22;FALSE
100625;Cloud over the Foundry Print;PRINT;lana.vasquez;771000;SOLD;3;17;2024-04-25;FALSE
100626;Tour Outfit — Group 2;MUSIC_MEMORABILIA;crownyoungfineobjects;2298000;SOLD;3;17;2024-04-23;FALSE
100627;Blue Room with Fig Tree Sculpture;SCULPTURE;ruby.reed;1244000;SOLD;3;17;2024-04-23;FALSE
100628;Philadelphia Railway Carriage Panel, 2006;TRANSPORTATION;DominicHale;873000;AVAILABLE;3;17;2024-04-24;FALSE
