p_id,name,category,owned_by,est_value,status
466865,"Egon Schiele, Seated Figure Study, 1917",DRAWING,imani.reed,290000,AVAILABLE
467208,"St. Elian Parish Control Panel, 1891",INDUSTRIAL_OBJECT,akira.bennett,1305000,INACTIVE
467933,"Oakland Championship Match-Worn Jersey, 1945",SPORTS_MEMORABILIA,cassidy.lane,680000,SOLD
468153,Historic Restaurant Sign,HISTORIC_OBJECT,harper.hernandez,552000,SOLD
469512,"Meridian Studio Processional Banner, 1850",TEXTILE,southbankmaritimeheritagemus,122000,AVAILABLE
470093,"Harcourt Estate Press, Illustrated First Edition, 1997",RARE_BOOK,stonefieldhistorichousefound,4070000,SOLD
470727,"Riverside Theatre Ceremonial Presentation Object, 1969",HISTORIC_OBJECT,jonah.irwin,768000,INACTIVE
471928,"Annotated Production Script, 1974",FILM_AND_MEDIA,ramirezauctionpartners,299000,UNDER_OFFER
473135,"Linden Library Archive, 2012–2042",ARCHIVAL_COLLECTION,windermeremuseumofmoderncraf,403000,INACTIVE
474729,Studio Ceramic Vessel Set — Group 7,CERAMIC,lucia.knight,480000,INACTIVE
474952,"Theo Vale Couture Evening Coat, 1993",FASHION,felix.romero,456000,AVAILABLE
475674,"Felix Ellis, Orchard Interior, 1957",PAINTING,zimmermancollections,943000,SOLD
475827,"Amina Novak, Signal Field, bronze, 1995",SCULPTURE,sabrina.edwards,529000,INACTIVE
477625,"Camille Saito Exhibition Lamp Prototype, 1901",DESIGN_OBJECT,heritagerowceramicsmuseum,399000,INACTIVE
478046,Handwoven Wall Textile — Group 6,TEXTILE,cole.thomas_director,233000,UNDER_REVIEW
480109,Muhammad Ali Training Robe,SPORTS_MEMORABILIA,harper.ellis,390000,INACTIVE
481375,"Screen-Used Market Morning Prop, 1974",FILM_PROP,TheoKincaid,412000,AVAILABLE
483492,Science-Fiction Helmet Prop — Group 4,FILM_PROP,vivian.reyes_finance,578000,UNDER_REVIEW
483676,"Amara Cole, Philadelphia at Night, 1975",PHOTOGRAPH,abigail.martinez,249000,AVAILABLE
483711,Apple-1 Computer,TECHNOLOGY,yasmin.roberts,382000,INACTIVE
484225,"Noelle Kapoor Library Chair, 1795",FURNITURE,northbridgemuseumofmoderncra,624000,INACTIVE
485191,"Jonas Novak, Harbour Series I, bronze, 1925",SCULPTURE,maplecrossinghistorichousefo,835000,SOLD
485700,Studio Ceramic Collection — Group 7,COLLECTION,stonefieldhistorichousefound,678000,SOLD
485893,"Meridian Studio Archive, 1894–1924",ARCHIVAL_COLLECTION,quarrylanemuseumofphotograph,125000,AVAILABLE
490092,Modular Chair Prototype — Group 3,DESIGN_OBJECT,westhavencraftpreservationso,856000,SOLD
490178,Local Club Memorabilia Collection — Group 2,COLLECTION,anthony.garcia,579000,SOLD
490536,Historic Household Interior Group — Group 3,COLLECTION,harper.ellis,1918000,FULLY_SUBSCRIBED
493411,"Imani Cole Studio Ceramic Vessel Set, 1871",CERAMIC,stonefieldpublicartconservan,1070000,FULLY_SUBSCRIBED
495079,Historic Herbarium Collection — Group 2,NATURAL_HISTORY,julia.roberts,462000,AVAILABLE
496204,"New Orleans Championship Match-Worn Jersey, 1965",SPORTS_MEMORABILIA,reina.sullivan,4418000,FULLY_SUBSCRIBED
497302,Signed Recording Contract,MUSIC_MEMORABILIA,reina.sullivan,250000,INACTIVE
497833,Theatre Mask Collection,THEATRE_OBJECT,fairmontmaritimeheritagemuse,596000,INACTIVE
498219,"Leila Mercer, Green Passage, 1904",PAINTING,highlandartistslegacytru_org,384000,AVAILABLE
498405,"Mateo Foster Concert Violin, 1896",MUSICAL_INSTRUMENT,imani.reed,498000,SOLD
498770,Studio with Copper Vessel Study,DRAWING,harborlightmuseumofprintedar,217000,INACTIVE
500500,Seventeenth-Century Portolan Chart,MAP,lucia.knight,545000,INACTIVE
500986,Public Transit Destination Sign — Group 3,TRANSPORTATION,renee.kim,1218000,SOLD
501720,"Theo Bell Concert Violin, 1993",MUSICAL_INSTRUMENT,noelle.lee,274000,AVAILABLE
502981,Harbour Series I,PAINTING,bellwethermaterialcultureins,235000,INACTIVE
506383,"Celia Desai, Studio with Copper Vessel, 1956",PAINTING,georgia.lee,240000,AVAILABLE
506661,Signal Field Study,DRAWING,celine.irwin,144000,INACTIVE
507760,Jazz Club Upright Piano,MUSICAL_INSTRUMENT,rosemontdesignheritagecenter,667000,INACTIVE
508287,"Elias Ellis, Seattle at Night, 1854",PHOTOGRAPH,martinheritagesales,135000,UNDER_REVIEW
508965,"Noelle Bennett, Blue Room with Fig Tree, bronze, 1903",SCULPTURE,ari.morgan,974000,FULLY_SUBSCRIBED
509240,"Priya Alvarez Exhibition Lamp Prototype, 1977",DESIGN_OBJECT,crossventuresart,568000,SUBMITTED
509874,"Excavated Ceramic Vessel with Field Archive, c. 269",ARCHAEOLOGICAL_OBJECT,harborlightdecorativeartsarc,632000,SOLD
510843,"Agnes Martin, Untitled, 1990",PAINTING,georgia.park,442000,AVAILABLE
510989,"Jonas Cole, House at Low Tide, bronze, 1851",SCULPTURE,MWexler,257000,AVAILABLE
512873,"Mara Ingram Couture Evening Coat, 1922",FASHION,croth_alt,404000,WITHDRAWN
513014,Signed Tournament Racket — Group 5,SPORTS_MEMORABILIA,xavier.jacobs,1613000,SOLD
514909,"Mara Saito Art Glass Panel, 1911",GLASS,windermeredesignheritagecent,464000,RESERVED
516563,Richmond Photographic Album,PHOTOGRAPH,priya.nelson,457000,AVAILABLE
516680,"St. Elian Parish Control Panel, 1919",INDUSTRIAL_OBJECT,maplecrossinghistorichousefo,695000,SOLD
518743,Family Correspondence Archive — Group 3,ARCHIVAL_COLLECTION,reina.sullivan,567000,SOLD
519889,Tour Stage Jacket — Group 3,FASHION,atlaslamauctions,472000,UNDER_OFFER
521185,Night Tram Print,PRINT,farah.stone,297000,INACTIVE
521588,Tour Outfit,MUSIC_MEMORABILIA,windermerepublicartconservan,220000,AVAILABLE
521650,Industrial Design Radio — Group 2,DESIGN_OBJECT,redcedarfolkartfoundation,781000,SOLD
522244,Early Medical Imaging Unit — Group 2,SCIENTIFIC_INSTRUMENT,sofia.rivera,1380000,SOLD
522307,Community Ritual Mask — Group 2,ETHNOGRAPHIC_OBJECT,PriyaSethi,1152000,SOLD
522321,Foundry Pressure Gauge — Group 2,INDUSTRIAL_OBJECT,granitehillmuseumoflocalindu,225000,UNDER_REVIEW
522407,Red Bridge Sculpture,SCULPTURE,celine.irwin,246000,AVAILABLE
523195,"Denver Championship Match-Worn Jersey, 1998",SPORTS_MEMORABILIA,amir.saito_director,315000,AVAILABLE
523218,Winter Garden — Group 4,PAINTING,harborlightdecorativeartsarc,258000,UNDER_REVIEW
523225,"Archive of the Meridian Press, 1924–1962",ARCHIVAL_COLLECTION,southbanktextilearchive,221000,AVAILABLE
523614,"Denver Championship Match-Worn Jersey, 1922",SPORTS_MEMORABILIA,reina.rivera,519000,SOLD
524410,Standing Form Study,DRAWING,celine.irwin,69000,INACTIVE
524471,"Noelle Maren Art Glass Panel, 1847",GLASS,abigail.lee_curator,196000,INACTIVE
525717,Jurassic Park Raptor Maquette,FILM_PROP,elmsteadculturalmemoryprojec,771000,INACTIVE
527296,"Denver Railway Carriage Panel, 1899",TRANSPORTATION,ashlandmuseumofprintedarts,408000,AVAILABLE
527357,"Rosa Voss Tour Outfit and Backstage Passes, 1985",MUSIC_MEMORABILIA,harborlightpublicartconserva,867000,PARTIALLY_SUBSCRIBED
527424,Exploration Journal — Group 2,MANUSCRIPT,ashlanddecorativeartsarchive,647000,INACTIVE
527628,"Oakland Championship Match-Worn Jersey, 1964",SPORTS_MEMORABILIA,lana.vasquez,1189000,SOLD
528123,Victorian Mourning Brooch,JEWELRY,lucia.knight,552000,SOLD
529161,Signed First Edition — Group 4,RARE_BOOK,ari.morgan,828000,SOLD
530118,"Rosa Havel, Los Angeles at Night, 1867",PHOTOGRAPH,granitehillbotanicalheritage,342000,AVAILABLE
530605,"Leila Serrat Couture Evening Coat, 1974",FASHION,liam.martin,346000,UNDER_REVIEW
530863,Standing Form Sculpture,SCULPTURE,ashlandestatecollection,159000,AVAILABLE
531089,"Cypress Observatory Painted Stage Backdrop, 1982",THEATRE_OBJECT,daniel.ito,563000,UNDER_REVIEW
532834,"Mercury Records Silver Presentation Service, 1848",METALWORK,isaac.rivera,698000,SOLD
533972,Closed Cinema Ticket Machine,HISTORIC_OBJECT,bellwethermaterialcultureins,423000,INACTIVE
534305,"Screen-Used Black Orchard Prop, 1940",FILM_PROP,redcedarfolkartfoundation,549000,SUBMITTED
534615,Carved Stone Door Surround — Group 2,ARCHITECTURAL_ELEMENT,redcedarfolkartfoundation,229000,AVAILABLE
535406,"Darius Ferrand Tour Outfit and Backstage Passes, 2010",MUSIC_MEMORABILIA,santiago.jordan,956000,SOLD
535621,Local Club Memorabilia Collection,COLLECTION,eastgateindustrialartsmuseum,353000,INACTIVE
535741,"Annotated Production Script, 1952",FILM_AND_MEDIA,jade.campbell,392000,AVAILABLE
536392,"Annotated Production Script, 1977",FILM_AND_MEDIA,sabrina.edwards,639000,SOLD
536929,Modernist Writing Desk — Group 3,FURNITURE,brookfieldhistorichousefound,43000,AVAILABLE
537443,"Screen-Used The Reading Room Prop, 1942",FILM_PROP,vivian.reyes_finance,650000,SOLD
537465,"Gabriel Ortega, New York at Night, 1968",PHOTOGRAPH,emilia.sullivan_curator,402000,UNDER_OFFER
538916,"Valentina Saito Library Chair, 1988",FURNITURE,harborlightpublicartconserva,369000,AVAILABLE
541437,"Priya Kwon Couture Evening Coat, 1952",FASHION,eastgaterailwayhistorycenter,169000,INACTIVE
541617,Evening at the Quarry Sculpture,SCULPTURE,imani.reed,593000,SOLD
542397,Foundry Pressure Gauge — Group 4,INDUSTRIAL_OBJECT,vivienne.cross,210000,UNDER_REVIEW
542747,"Westhaven Works Control Panel, 2000",INDUSTRIAL_OBJECT,felix.romero,171000,INACTIVE
543287,Historic Shopfront Sign,ARCHITECTURAL_ELEMENT,parkhurstpublicartconservanc,266000,INACTIVE
543296,Los Angeles Photographic Album,PHOTOGRAPH,isaac.rivera,94000,INACTIVE
543410,"Westhaven Works Stained-Glass Window, 1957",ARCHITECTURAL_ELEMENT,rosemontmuseumofmoderncraftd,600000,SOLD
543491,"Oakland Championship Match-Worn Jersey, 2011",SPORTS_MEMORABILIA,lucia.knight,383000,AVAILABLE
544930,Closed Theatre Records — Group 7,ARCHIVAL_COLLECTION,julia.roberts,2314000,SOLD
545272,Art Nouveau Pendant — Group 2,JEWELRY,eva.howell,642000,SOLD
545293,Historic Racing Helmet — Group 2,SPORTS_MEMORABILIA,EleanorRook,341000,AVAILABLE
547498,Championship Boxing Gloves — Group 2,SPORTS_MEMORABILIA,isaac.shah,315000,AVAILABLE
548235,"Alberto Giacometti, Portrait Study, c. 1955",DRAWING,cassidy.ito,56000,AVAILABLE
555366,The Long Platform Print,PRINT,cedarpointculturalmemoryproj,41000,INACTIVE
555684,"Camille Mercer Concert Violin, 1801",MUSICAL_INSTRUMENT,heritagerowceramicsmuseum,289000,AVAILABLE
557911,"Nadia Quinn Library Chair, 1933",FURNITURE,wellingtonmaterialcultureins,990000,FULLY_SUBSCRIBED
557963,"Amina Rivera Art Glass Panel, 2014",GLASS,harborlightdecorativeartsarc,1182000,SOLD
558773,"Priya Morrow, After the Storm, bronze, 1761",SCULPTURE,isabel.carter,604000,SOLD
559686,Historic Restaurant Sign — Group 5,HISTORIC_OBJECT,andersonartadvisory,409000,SALE_PENDING
559720,"Iris Quinn, Study for Signal Field, 2004",DRAWING,emilia.yoon,600000,SOLD
560509,"Elias Ellis Tour Outfit and Backstage Passes, 1968",MUSIC_MEMORABILIA,lorenzo.ellis,638000,INACTIVE
560832,"Cypress Observatory Computing Prototype, 1989",TECHNOLOGY,DominicHale,674000,SOLD
562676,"Jonas Roth, Study for Harbour Series I, 1750",DRAWING,pineharborrailwayhistorycent,418000,AVAILABLE
563029,"Bay City Foundry Computing Prototype, 1992",TECHNOLOGY,chloe.shah,657000,INACTIVE
563569,"Arthur Ellis, Oakland at Night, 1996",PHOTOGRAPH,khalil.kapoor,387000,SUBMITTED
564604,Winter Garden Print,PRINT,henry.reed,140000,INACTIVE
565129,"Samuel Navarro Tour Outfit and Backstage Passes, 2017",MUSIC_MEMORABILIA,farah.stone,508000,UNDER_REVIEW
566103,Evening at the Quarry Print,PRINT,chloe.singh,58000,INACTIVE
566458,"Santiago Bennett, Study for Orchard Interior, 1769",DRAWING,nia.sims,469000,SALE_PENDING
566815,The Reading Room Sculpture,SCULPTURE,copperlinemuseumofphotograph,303000,AVAILABLE
566909,House at Low Tide Print,PRINT,HelenaVale,270000,SUBMITTED
566911,"J.R.R. Tolkien, The Hobbit, first edition, 1937",RARE_BOOK,brookfieldarchitecturalherit,1254000,INACTIVE
567449,Historic Motorcycle,TRANSPORTATION,longfellowestatecollection,664000,SOLD
567639,"Los Angeles Championship Match-Worn Jersey, 1964",SPORTS_MEMORABILIA,aaron.olsen,2034000,FULLY_SUBSCRIBED
568988,"Celia Mercer Tour Outfit and Backstage Passes, 1963",MUSIC_MEMORABILIA,redcedarfolkartfoundation,829000,SOLD
569132,"Milo Ortega Concert Violin, 1939",MUSICAL_INSTRUMENT,lana.vasquez,489000,SOLD
569268,"Rowan Voss, The Reading Room, 1936",PAINTING,southbankmaritimeheritagemus,1290000,FULLY_SUBSCRIBED
569594,"Amina Vale, Study for a Procession, lithograph, 1929",PRINT,emilia.cho,1428000,INACTIVE
570033,"Journal of the New York Expedition, 1983–1985",MANUSCRIPT,vcross_alt,333000,UNDER_REVIEW
570980,"Mercury Records Archive, 1867–1897",ARCHIVAL_COLLECTION,julia.roberts,146000,INACTIVE
571350,Political Campaign Banner — Group 2,HISTORIC_OBJECT,zane.thomas,2586000,SOLD
572762,Coastal Survey Atlas — Group 2,MAP,cedarpointculturalmemoryproj,958000,INACTIVE
573292,Telecommunications Switching Unit — Group 2,TECHNOLOGY,chloe.singh,1852000,FULLY_SUBSCRIBED
573302,"Mara Quinn Studio Ceramic Vessel Set, 1862",CERAMIC,renee.kim,121000,INACTIVE
576000,Concert Poster Archive,MUSIC_MEMORABILIA,tanglewoodfolkartarchive,731000,INACTIVE
576737,"Redwood Civic Association Painted Stage Backdrop, 1989",THEATRE_OBJECT,windermerepublicartconservan,198000,AVAILABLE
576835,"Linden Library Processional Cross, c. 1772",RELIGIOUS_OBJECT,lucia.knight,341000,AVAILABLE
577122,"Keith Haring, Pop Shop I, 1987",PRINT,georgia.park,267000,INACTIVE
577613,"Charles Darwin, On the Origin of Species, first edition, 1859",RARE_BOOK,lana.vasquez,634000,SOLD
578938,Theatre Mask Collection — Group 2,THEATRE_OBJECT,vanefamilyoffice,562000,RESERVED
579850,"Richmond Botanical Specimen Collection, 1858",NATURAL_HISTORY,adamscollections,1574000,SOLD
580072,"Valentina Ellis Couture Evening Coat, 1957",FASHION,bellwethermaterialcultureins,885000,PARTIALLY_SUBSCRIBED
580554,Studio Ceramic Vessel Set — Group 2,CERAMIC,copperlinemuseumofphotograph,158000,INACTIVE
581283,"Detroit Railway Carriage Panel, 1891",TRANSPORTATION,howardfineobjects,361000,UNDER_REVIEW
582888,"Milo Ren, Coastal Light, 1930",PAINTING,emilia.sullivan_curator,1609000,SOLD
583243,Sapphire Signet Ring — Group 2,JEWELRY,elliscollections,1044000,SOLD
583857,Studio Ceramic Vessel Set — Group 14,CERAMIC,vanefamilyoffice,483000,SALE_PENDING
584652,"Ansel Saito Tour Outfit and Backstage Passes, 1996",MUSIC_MEMORABILIA,iris.knight,684000,SOLD
585005,Handwoven Wall Textile — Group 5,TEXTILE,cedarpointculturalmemoryproj,689000,SOLD
585332,"Gabriel Bennett Couture Evening Coat, 1901",FASHION,wexlercollection,416000,RESERVED
586087,"Imani Havel, Red Bridge, 1927",PAINTING,rothartadvisory,1502000,SOLD
587974,"Banksy, Love is in the Air, 2005",PAINTING,greatlakesindustrialartsmuse,4700000,DISPUTED
590071,"Rafael Maren, Signal Field, bronze, 1921",SCULPTURE,reina.sullivan,963000,PARTIALLY_SUBSCRIBED
590334,"Samuel Hart, Study for Red Bridge, 1990",DRAWING,juniperridgeartistslegacytru,1033000,FULLY_SUBSCRIBED
590355,"Gabriel Serrat Tour Outfit and Backstage Passes, 1986",MUSIC_MEMORABILIA,PriyaSethi,1118000,SOLD
590377,"Cypress Observatory Computing Prototype, 1973",TECHNOLOGY,priya.nelson,1330000,FULLY_SUBSCRIBED
590459,"Theo Rivera Library Chair, 1810",FURNITURE,isaac.shah,789000,SOLD
590964,"Detroit Railway Carriage Panel, 1933",TRANSPORTATION,sabrina.edwards,2619000,INACTIVE
591659,Art Deco Silver Tea Service — Group 5,METALWORK,croth_alt,777000,REJECTED
592139,"Cypress Observatory Control Panel, 1976",INDUSTRIAL_OBJECT,julia.roberts,153000,AVAILABLE
592468,Modernist Writing Desk — Group 5,FURNITURE,stonefieldpublicartconservan,161000,SALE_PENDING
593024,House at Low Tide,PAINTING,aaron.olsen,1495000,FULLY_SUBSCRIBED
593070,Historic Shopfront Sign — Group 2,ARCHITECTURAL_ELEMENT,avane_alt,599000,SOLD
593338,"Mara Kwon, Night Tram, bronze, 1850",SCULPTURE,hearthstonemuseumofappliedar,340000,AVAILABLE
594460,Railway Station Clock — Group 2,TRANSPORTATION,ironwoodcraftpreservationsoc,1410000,SOLD
594620,New Orleans Photographic Album,PHOTOGRAPH,emilia.sullivan_curator,83000,AVAILABLE
595418,"Gold and Enamel Memorial Brooch, c. 1884",JEWELRY,sofia.hayes,1339000,SOLD
596436,Jazz Club Upright Piano — Group 5,MUSICAL_INSTRUMENT,quarrylanemuseumofphotograph,299000,AVAILABLE
597305,"Imani Kwon, Winter Garden, 1759",PAINTING,brookfieldarchitecturalherit,2445000,FULLY_SUBSCRIBED
597413,"Granite Bay Film Society Painted Stage Backdrop, 1866",THEATRE_OBJECT,quinn.campbell,1033000,FULLY_SUBSCRIBED
599739,Madonna Blond Ambition Tour Costume Sketches,MUSIC_MEMORABILIA,stonefieldmaterialcultureins,116000,AVAILABLE
600940,Salt Marsh at Dusk Print,PRINT,brookfieldarchitecturalherit,312000,AVAILABLE
601072,"Rowan Roth, The Long Platform, bronze, 1939",SCULPTURE,nadia_whitmore,3459000,SOLD
602144,Film Festival Print — Group 2,FILM_AND_MEDIA,ronanA,199000,UNDER_REVIEW
602337,"Celia Morrow Art Glass Panel, 1821",GLASS,tanglewoodculturalmemory_org,1754000,FULLY_SUBSCRIBED
602745,"Lucien Voss Concert Violin, 2009",MUSICAL_INSTRUMENT,ashlanddecorativeartsarchive,118000,UNDER_REVIEW
604573,"Elias Bennett, Study for Red Bridge, 1879",DRAWING,northbridgemuseumofmoderncra,163000,UNDER_REVIEW
604685,"Denver Railway Carriage Panel, 1988",TRANSPORTATION,keira.nguyen,933000,PARTIALLY_SUBSCRIBED
605247,Modernist Writing Desk — Group 2,FURNITURE,southbanktextilearchive,196000,AVAILABLE
605360,"Darius Mercer, Winter Garden, 1868",PAINTING,longfellowestatecollection,996000,INACTIVE
605711,"Westhaven Works Processional Banner, 1778",TEXTILE,bellwethermaterialcultureins,144000,AVAILABLE
606600,"Sofia Roth, Evening at the Quarry, 1866",PAINTING,redcedarfolkartfoundation,740000,REJECTED
606614,Stained-Glass Study Panel — Group 4,GLASS,DominicHale,534000,RESERVED
606800,"Rowan Ren, Harbour Series I, bronze, 2017",SCULPTURE,vcross_alt,1328000,SOLD
608136,Ceremonial Chalice,RELIGIOUS_OBJECT,ashlandmuseumofprintedarts,248000,AVAILABLE
609999,Historic Prayer Book — Group 2,RELIGIOUS_OBJECT,georgia.park,1354000,SOLD
615325,"Imani Desai Studio Ceramic Vessel Set, 1978",CERAMIC,sofia.hayes,287000,INACTIVE
615371,Historic Motorcycle — Group 4,TRANSPORTATION,zane.quinn,915000,SOLD
616143,"Jean-Michel Basquiat, Untitled Head, 1982",PAINTING,imani.reed,384000,AVAILABLE
616514,"Darius Hart, After the Storm, 1957",PAINTING,harborlightmuseumofprintedar,563000,INACTIVE
617244,"North Coast Railway Press, Illustrated First Edition, 1915",RARE_BOOK,ironwoodcraftpreservationsoc,864000,INACTIVE
617257,"Mercury Records Silver Presentation Service, 1931",METALWORK,keystonemillerauctions,526000,RESERVED
617370,"Theo Havel Exhibition Lamp Prototype, 1988",DESIGN_OBJECT,stonefieldpublicartconservan,2553000,FULLY_SUBSCRIBED
618422,Marionette Theatre Figures — Group 2,THEATRE_OBJECT,valeheritagefund,812000,SOLD
618843,"Screen-Used Market Morning Prop, 1993",FILM_PROP,tanglewoodculturalmemory_org,668000,INACTIVE
620026,"Elias Desai, Study for Harbour Series I, 1964",DRAWING,windermeredesignheritagecent,608000,SOLD
620104,"Henry Moore, Maquette for Reclining Figure, 1952",SCULPTURE,amir.saito_director,960000,INACTIVE
620227,Family Correspondence Archive — Group 2,ARCHIVAL_COLLECTION,aldergrovefurnituredesignarc,508000,SOLD
620426,"Amina Bell, Red Bridge, bronze, 1924",SCULPTURE,yasmin.roberts,711000,INACTIVE
620949,"Mercury Records Processional Cross, c. 2010",RELIGIOUS_OBJECT,keystoneandersonauctions,1009000,SOLD
621245,Handwritten Lyrics for a 1970s Rock Single,MANUSCRIPT,northbridgemuseumofmoderncra,266000,INACTIVE
621367,Marionette Theatre Figures,THEATRE_OBJECT,sabrina.edwards,837000,SOLD
622833,Alien Xenomorph Production Head,FILM_PROP,highlandartistslegacytrust,212000,INACTIVE
623446,"Chicago Botanical Specimen Collection, 1973",NATURAL_HISTORY,delilah.kim,288000,AVAILABLE
623755,Art Nouveau Pendant — Group 3,JEWELRY,willowmererailwayhistorycent,395000,UNDER_OFFER
624381,Factory Window Print,PRINT,yorkfieldfurnituredesignarch,204000,INACTIVE
624439,"Gabriel Voss Concert Violin, 1703",MUSICAL_INSTRUMENT,nathan.hassan,546000,AVAILABLE
624558,"Samuel Ellis, River Bend, bronze, 1853",SCULPTURE,ftran_westhave,511000,SOLD
624684,Festival Vestment Set — Group 2,RELIGIOUS_OBJECT,mina.singh,524000,SOLD
625476,"Santiago Roth, Evening at the Quarry, 1826",PAINTING,darius.howell,2343000,SOLD
625973,"Joan Miró, Peinture, 1953",PAINTING,ironwoodcraftpreservatio_org,310000,INACTIVE
626550,"Ansel Foster Art Glass Panel, 1893",GLASS,tanglewoodfolkartarchive,199000,AVAILABLE
627137,Tour Stage Jacket — Group 4,FASHION,granitehillmuseumoflocalindu,1149000,SOLD
628404,"Embroidered Festival Vestments, c. 1880",RELIGIOUS_OBJECT,tanglewoodmuseumofmoderncraf,108000,INACTIVE
630298,Orchard Interior,PAINTING,akira.bennett,293000,AVAILABLE
630383,"Milo Ferrand, Factory Window, bronze, 1906",SCULPTURE,ftran_westhave,1571000,SOLD
631045,"New York Railway Carriage Panel, 2007",TRANSPORTATION,redcedarfolkartfoundation,1144000,FULLY_SUBSCRIBED
631949,The Reading Room — Group 3,PAINTING,elias.garcia,1390000,SOLD
632244,"Journal of the Oakland Expedition, 1828–1830",MANUSCRIPT,elmsteadculturalpreservation,216000,AVAILABLE
632726,"Screen-Used Orchard Interior Prop, 1982",FILM_PROP,imani.reed,1414000,SOLD
632876,"Celia Roth, Blue Room with Fig Tree, bronze, 1920",SCULPTURE,juniperridgeartistslegacytru,1108000,FULLY_SUBSCRIBED
633723,"Samuel Novak Studio Ceramic Vessel Set, 1933",CERAMIC,norrisfineobjects,311000,UNDER_OFFER
633800,"Mercury Records Computing Prototype, 1955",TECHNOLOGY,redcedarfolkartfoundation,152000,AVAILABLE
634733,Annotated Travel Diary — Group 4,MANUSCRIPT,quarrylanecraftpreservations,222000,UNDER_OFFER
636432,"San Jose Championship Match-Worn Jersey, 1992",SPORTS_MEMORABILIA,croth_alt,551000,AVAILABLE
636770,Harbour Series I Print,PRINT,bellwethermaterialcultureins,607000,SOLD
638791,Screen-Used Hero Prop — Group 6,FILM_PROP,andersonheritagesales,546000,UNDER_REVIEW
639037,"Riverside Theatre Ceremonial Presentation Object, 1929",HISTORIC_OBJECT,theo.foster,457000,AVAILABLE
639117,Mosaic Interior Panel — Group 4,ARCHITECTURAL_ELEMENT,choiartadvisory,883000,SOLD
642609,"Cindy Sherman, Untitled Film Still #21, 1978",PHOTOGRAPH,fairmontmaritimeheritagemuse,478000,SOLD
642987,"Philadelphia Championship Match-Worn Jersey, 1930",SPORTS_MEMORABILIA,ironwoodcraftpreservatio_org,6762000,FULLY_SUBSCRIBED
643015,"Mercury Records Processional Cross, c. 1887",RELIGIOUS_OBJECT,harper.ellis,608000,SOLD
643042,"North Coast Railway Material Culture Collection, 1764–1789",COLLECTION,eastgateindustrialartsmuseum,550000,SOLD
643730,Ancient Coin Group — Group 3,ARCHAEOLOGICAL_OBJECT,ronanA,390000,UNDER_REVIEW
644387,Concert Poster Archive — Group 5,MUSIC_MEMORABILIA,arcadiathomasauctions,300000,AVAILABLE
645481,Market Morning Sculpture,SCULPTURE,elena.desai,676000,SOLD
645795,"Theo Navarro, Standing Form, 1796",PAINTING,croth_alt,1464000,SOLD
646883,Mosaic Interior Panel — Group 3,ARCHITECTURAL_ELEMENT,greatlakesindustrialartsmuse,1032000,SOLD
648501,"Amina Cole Tour Outfit and Backstage Passes, 1971",MUSIC_MEMORABILIA,daniel.ito,398000,AVAILABLE
648658,Fantasy Film Sword Prop — Group 3,FILM_PROP,khalil.kapoor,750000,SOLD
649472,"Alberto Giacometti, Figurine, c. 1950",SCULPTURE,windermeremuseumofmoderncraf,1437000,INACTIVE
651295,Exhibition Lighting Prototype — Group 5,DESIGN_OBJECT,northbridgemuseumofmoderncra,1173000,SOLD
652042,"Olympic Relay Torch, 1968",SPORTS_MEMORABILIA,tanglewoodmuseumofmoderncraf,145000,AVAILABLE
652852,Night Tram Study,DRAWING,ari.morgan,311000,AVAILABLE
653087,"Ansel Ferrand, Philadelphia at Night, 1982",PHOTOGRAPH,GrantMercer,164000,UNDER_REVIEW
653209,Austin Photographic Album,PHOTOGRAPH,orchardhousecommunityartsfou,254000,INACTIVE
654903,"Private Letters of a Modernist Architect, 1919–1947",ARCHIVAL_COLLECTION,yara.diaz,506000,INACTIVE
655596,Early Television Camera,FILM_AND_MEDIA,hearthstonefolkartarchive,594000,SOLD
655638,"Meridian Studio Ceremonial Presentation Object, 1779",HISTORIC_OBJECT,rosemontdesignheritagecenter,343000,AVAILABLE
655856,Brass Surveying Transit — Group 2,SCIENTIFIC_INSTRUMENT,greatlakesindustrialartsmuse,1118000,FULLY_SUBSCRIBED
657989,Black Orchard,PAINTING,copperlinemuseumofphotograph,399000,AVAILABLE
660086,"Sofia Vale Exhibition Lamp Prototype, 1887",DESIGN_OBJECT,khalil.kapoor,495000,SOLD
660220,Local Club Memorabilia Collection — Group 3,COLLECTION,windermeredesignheritagecent,448000,UNDER_REVIEW
661217,Walnut Reading Chair,FURNITURE,juniperridgeartistslegacytru,70000,INACTIVE
661673,Miniature Effects Vehicle — Group 2,FILM_PROP,longfellowestatecollection,323000,AVAILABLE
662924,"Bay City Foundry Press, Illustrated First Edition, 1877",RARE_BOOK,avane_alt,244000,UNDER_REVIEW
663038,"Philadelphia Railway Carriage Panel, 2006",TRANSPORTATION,rosemontmuseumofmoderncraftd,873000,PARTIALLY_SUBSCRIBED
663395,Art Deco Silver Tea Service — Group 3,METALWORK,lorenzo.ellis,7828000,SOLD
665079,Match-Worn Football Shirt — Group 2,SPORTS_MEMORABILIA,southbankmaritimeheritagemus,380000,AVAILABLE
665528,"Santiago Roth Library Chair, 1871",FURNITURE,imani.reed,336000,INACTIVE
666092,"Screen-Used Orchard Interior Prop, 1940",FILM_PROP,reyesfineobjects,2677000,SOLD
