exp_id;amount;d_id;description;date;requested_by;approved_by
500763;3690.00;6120;Transaction processing support - Apr 2024;2024-04-26;87658927;23121126
500772;14623.79;5100;Legal services - ongoing disputes;2024-04-26;59497116;63336966
500778;1194.16;3100;Seller partnership travel - Apr 2024;2024-04-27;10580306;26887263
500771;550.00;3100;Seller partnership travel - Apr 2024;2024-04-28;80798169;23070303
500770;11589.59;5100;Legal services - employment matters;2024-04-29;16498618;60706330
500765;2650.00;5200;Due diligence and compliance services;2024-04-30;90543121;63336966
500767;5800.00;6120;Payment reconciliation tooling;2024-04-30;37959476;60706330
500775;2580.00;2120;Cloud infrastructure - Apr 2024;2024-04-30;84921849;23121126
500776;1039.30;3100;Seller partnership travel - Apr 2024;2024-04-30;80798169;NULL
500780;7690.00;5200;Due diligence and compliance services;2024-04-30;90543121;64166280
500781;3280.00;5200;Due diligence and compliance services;2024-04-30;90543121;11194139
500784;5930.00;6120;Payment reconciliation tooling;2024-04-30;87658927;23070303
500773;2350.00;6110;Finance and reconciliation services;2024-05-01;48499646;63336966
500788;7680.54;4200;Secure custody transfer;2024-05-02;60706330;64166280
500795;2810.00;5200;Due diligence and compliance services;2024-05-02;59497116;23070303
500813;910.00;2120;Cloud infrastructure - May 2024;2024-05-02;84921849;23062301
500819;1640.00;6120;Payment reconciliation tooling;2024-05-02;23121126;63336966
500792;2705.68;6120;Payment reconciliation tooling;2024-05-03;37959476;23062301
500793;6936.70;5100;Legal services - employment matters;2024-05-03;59497116;63336966
500796;604.30;5100;Legal services - employment matters;2024-05-03;59497116;23062302
500800;6070.00;5200;Due diligence and compliance services;2024-05-03;59497116;23070303
500804;2930.00;2120;Cloud infrastructure - May 2024;2024-05-03;72738553;23062302
500807;4459.99;5100;Legal services - ongoing disputes;2024-05-03;16498618;23062302
500809;3060.00;4200;Secure custody transfer;2024-05-03;81820605;59497116
500810;1520.00;6120;Payment reconciliation tooling;2024-05-03;87658927;23121126
500820;17670.00;5100;Legal services - employment matters;2024-05-03;35242525;21097316
500790;32183.72;5100;Legal services - custody rights;2024-05-04;59497116;11194139
500802;3716.57;2120;Cloud infrastructure - May 2024;2024-05-05;63322433;26887263
500805;26884.80;5100;Legal services - ownership interpretation;2024-05-05;16498618;23062302
500811;2470.00;6120;Payment reconciliation tooling;2024-05-06;37959476;23070303
500816;2850.00;4200;Secure custody transfer;2024-05-06;73920966;23070303
500787;5000.00;2120;AWS May 2024;2024-05-07;10945904;63336966
500794;1000.00;7200;Media monitoring and communications support;2024-05-07;23070303;32845340
500806;3440.00;4200;Secure custody transfer;2024-05-07;67723916;59497116
500808;1770.00;5100;Legal services - restructuring;2024-05-07;31215320;23062301
500812;58178.36;5100;Legal services - employment matters;2024-05-07;59497116;23062301
500818;2060.00;4200;Secure custody transfer;2024-05-07;67723916;21097316
500791;17660.00;4200;High-value shipment insurance;2024-05-08;73920966;23062301
500797;20066.21;5100;Legal services - restructuring;2024-05-08;35242525;23070303
500799;4560.00;5100;Outside counsel - restructuring;2024-05-08;35242525;23121126
500803;540.00;5100;Legal services - ownership interpretation;2024-05-08;35242525;11194139
500789;3960.00;4200;High-value shipment insurance;2024-05-09;63336966;26887263
500798;2040.00;4200;High-value shipment insurance;2024-05-09;81820605;23121126
500814;4470.00;5100;Outside counsel - custody rights;2024-05-09;31215320;59497116
500815;14170.00;7200;Media monitoring and communications support;2024-05-09;23070303;60706330
500817;56870.00;5100;Outside counsel - ownership interpretation;2024-05-09;59497116;23121126
500786;14890.00;5100;Legal services - institutional claims;2024-05-10;16498618;32845340
500801;12240.00;5100;Legal services - employment matters;2024-05-10;31215320;23070303
500881;3940.68;5100;Outside counsel - institutional claims;2024-05-11;31215320;23062301
500839;7690.00;6120;Payment reconciliation tooling;2024-05-12;87658927;23062301
500848;3321.29;6120;Payment reconciliation tooling;2024-05-12;23121126;11194139
500865;7040.00;4200;Insured storage services - May 2024;2024-05-12;63336966;23121126
500828;6640.58;5200;Due diligence and compliance services;2024-05-13;87292197;35242525
500836;3040.00;5200;Due diligence and compliance services;2024-05-13;75941901;64166280
500852;1960.00;2120;Cloud infrastructure - May 2024;2024-05-13;37959476;21097316
500877;46010.00;5100;Outside counsel - platform ownership claims;2024-05-13;16498618;63336966
500884;4423.27;5200;Due diligence and compliance services;2024-05-13;75941901;60706330
500892;6890.00;4200;Insured storage services - May 2024;2024-05-13;63336966;23070303
500894;25000.00;5200;Due diligence and compliance services;2024-05-13;90543121;11194139
500822;1160.00;2120;Cloud infrastructure - May 2024;2024-05-14;72738553;64166280
500858;20523.61;7200;Communications advisory - May;2024-05-14;32845340;23062301
500861;3700.00;6120;Payment reconciliation tooling;2024-05-14;23121126;23062301
500863;14401.15;7200;Media monitoring and communications support;2024-05-14;88376361;23070303
500869;11490.00;6110;Contract cancellation fee;2024-05-14;36058655;35242525
500870;640.20;2120;Cloud infrastructure - May 2024;2024-05-14;69733054;23062301
500882;1787.18;6110;Finance and reconciliation services;2024-05-14;48499646;23062302
500888;5647.44;5200;Due diligence and compliance services;2024-05-14;75941901;23121126
500890;2960.00;5100;Legal services - ownership review;2024-05-14;35242525;21097316
500849;1675.54;6120;Transaction processing support - May 2024;2024-05-15;87658927;59497116
500855;3990.00;7200;Communications advisory - May;2024-05-15;33087235;23121126
500871;57570.00;5100;Outside counsel - platform ownership claims;2024-05-15;16498618;26887263
500873;14112.62;7200;Digital campaign services - May 2024;2024-05-15;23070303;60706330
500885;2110.00;6110;Contract cancellation fee;2024-05-15;23121126;64166280
500842;14161.99;5100;Legal services - ownership review;2024-05-16;31215320;60706330
500846;2100.00;5100;Outside counsel - institutional claims;2024-05-16;59497116;23070303
500853;1410.00;7100;Temporary client support coverage;2024-05-16;87292197;63336966
500864;2190.00;6120;Payment reconciliation tooling;2024-05-16;87658927;63336966
500868;37659.74;5100;Outside counsel - platform ownership claims;2024-05-16;31215320;11194139
500872;1470.54;5100;Legal services - ownership review;2024-05-16;59497116;23070303
500891;6632.69;7100;Client support platform - May 2024;2024-05-16;79784072;23070303
500825;2780.00;6120;Payment reconciliation tooling;2024-05-17;37959476;23062302
500829;25170.00;7200;Communications advisory - May;2024-05-17;23070303;63336966
500830;6517.29;7200;Communications advisory - May;2024-05-17;32845340;11194139
500833;2467.44;6110;Accounting support - May 2024;2024-05-17;48499646;26887263
500843;4170.00;6110;Finance and reconciliation services;2024-05-17;24965541;35242525
500857;31216.01;7200;Communications advisory - May;2024-05-17;23070303;23062302
500862;32280.12;5100;Outside counsel - institutional claims;2024-05-17;16498618;23062302
500866;1000.00;7100;Temporary client support coverage;2024-05-17;95209691;23070303
500867;16000.00;5200;Due diligence and compliance services;2024-05-17;87292197;23070303
500876;13220.00;4200;Insured storage services - May 2024;2024-05-17;73920966;32845340
500883;2260.00;2120;Cloud infrastructure - May 2024;2024-05-17;72738553;63336966
500893;2800.00;5200;Due diligence and compliance services;2024-05-17;90543121;23070303
500880;14668.89;6120;Payment reconciliation tooling;2024-05-18;37959476;26887263
500821;2220.00;5200;Due diligence and compliance services;2024-05-20;90543121;23121126
500827;19126.15;6120;Payment reconciliation tooling;2024-05-20;23121126;23070303
500847;7400.00;6120;Payment reconciliation tooling;2024-05-20;37959476;23062301
500851;6711.89;5100;Legal services - ownership review;2024-05-20;16498618;64166280
500895;1224.16;7100;Temporary client support coverage;2024-05-20;79784072;23062301
500844;29480.00;5100;Outside counsel - institutional claims;2024-05-21;31215320;23121126
500878;13530.00;6110;Vendor termination charge;2024-05-21;24965541;23062301
500824;47494.20;5100;Legal services - ownership review;2024-05-22;31215320;26887263
500834;3834.13;4200;Insured storage services - May 2024;2024-05-22;63336966;23062301
500845;50960.00;5100;Legal services - ownership review;2024-05-22;35242525;60706330
500879;1100.00;5100;Outside counsel - platform ownership claims;2024-05-22;59497116;64166280
500887;20550.00;5100;Outside counsel - platform ownership claims;2024-05-22;16498618;23062302
500896;37360.00;5100;Outside counsel - institutional claims;2024-05-22;35242525;23062302
500899;3850.00;4200;Insured storage services - May 2024;2024-05-22;73920966;23062301
500831;7500.00;5100;Outside counsel - institutional claims;2024-05-23;16498618;23070303
500835;1420.00;5200;Due diligence and compliance services;2024-05-23;87292197;23070303
500837;7330.00;7200;Media monitoring and communications support;2024-05-23;88376361;35242525
500840;4730.00;4200;Insured storage services - May 2024;2024-05-23;81820605;23121126
500854;560.39;6110;Accounting support - May 2024;2024-05-23;36058655;23062302
500856;13830.00;4200;High-value shipment insurance;2024-05-23;67723916;23062301
500874;55502.83;5100;Legal services - ownership review;2024-05-23;35242525;26887263
500900;2670.00;5200;Due diligence and compliance services;2024-05-23;87292197;23062301
500823;3015.23;5200;Due diligence and compliance services;2024-05-24;35242525;23062302
500826;15019.01;7200;Communications advisory - May;2024-05-24;32845340;23062301
500832;43060.79;5100;Outside counsel - platform ownership claims;2024-05-24;16498618;23121126
500841;21309.83;7200;Communications advisory - May;2024-05-24;88376361;32845340
500860;4460.85;4200;High-value shipment insurance;2024-05-24;73920966;26887263
500889;55340.00;5100;Outside counsel - institutional claims;2024-05-24;31215320;23070303
500897;3160.00;5200;Due diligence and compliance services;2024-05-24;90543121;23121126
500898;2341.73;2120;Cloud infrastructure - May 2024;2024-05-24;22619675;11194139
500886;8980.00;7200;Media monitoring and communications support;2024-05-26;88376361;23121126
500838;3014.86;7200;Digital campaign services - May 2024;2024-05-27;32845340;11194139
500850;1130.00;7100;Temporary client support coverage;2024-05-27;11194139;32845340
500859;8450.00;5200;Due diligence and compliance services;2024-05-27;90543121;23062301
500875;13950.00;5100;Outside counsel - institutional claims;2024-05-27;59497116;23121126
500901;31300.00;5100;Legal services - ongoing disputes;2024-05-28;59497116;23070303
500907;8990.00;5200;Due diligence and compliance services;2024-05-28;59497116;11194139
500927;4909.72;2120;Cloud infrastructure - May 2024;2024-05-28;10945904;11194139
500934;1020.00;6110;Finance and reconciliation services;2024-05-28;48499646;64166280
500953;5530.05;4200;Insured storage services - May 2024;2024-05-28;67723916;23070303
500904;4130.00;6120;Payment reconciliation tooling;2024-05-29;23121126;59497116
500905;18410.00;5100;Specialist ownership opinion;2024-05-29;35242525;59497116
500909;9500.00;5200;Due diligence and compliance services;2024-05-29;75941901;26887263
500921;1380.00;7100;Temporary client support coverage;2024-05-29;87292197;60706330
500924;1270.00;7100;Temporary client support coverage;2024-05-29;87292197;11194139
500932;23340.00;7200;Media monitoring and communications support;2024-05-29;33087235;21097316
500949;35370.00;5100;Outside counsel - additional ownership work;2024-05-29;31215320;60706330
500952;12310.43;4200;High-value shipment insurance;2024-05-29;63336966;23070303
500913;2230.00;5200;Due diligence and compliance services;2024-05-30;90543121;63336966
500948;10690.00;5100;Outside counsel - additional ownership work;2024-05-30;59497116;64166280
500918;5575.15;6120;Payment reconciliation tooling;2024-05-31;23121126;23062302
500919;7492.23;2300;Access monitoring and security tooling;2024-05-31;26887263;23121126
500936;4180.00;5200;Due diligence and compliance services;2024-05-31;90543121;23070303
500941;46460.00;5100;Specialist ownership opinion;2024-05-31;59497116;23070303
500944;8479.15;7200;Media monitoring and communications support;2024-05-31;23070303;23121126
500947;15330.00;5100;Specialist ownership opinion;2024-05-31;35242525;23121126
500954;11940.00;5100;Legal services - ongoing disputes;2024-05-31;16498618;63336966
500955;12990.00;4200;Insured storage services - May 2024;2024-05-31;81820605;23062301
500902;2911.80;5200;Due diligence and compliance services;2024-06-03;87292197;21097316
500908;11250.00;4200;Insured storage services - Jun 2024;2024-06-03;67723916;23062302
500911;3248.69;2300;Access monitoring and security tooling;2024-06-03;89960741;23121126
500917;3030.00;6120;Payment reconciliation tooling;2024-06-03;87658927;23062302
500925;1642.53;6120;Payment reconciliation tooling;2024-06-03;23121126;NULL
500945;19346.00;5200;Due diligence and compliance services;2024-06-03;90543121;23062301
500951;940.00;6110;Finance and reconciliation services;2024-06-03;23121126;21097316
500910;1489.88;6120;Payment reconciliation tooling;2024-06-04;37959476;23070303
500915;1853.39;7100;Temporary client support coverage;2024-06-04;95209691;59497116
500922;18500.00;5200;Due diligence and compliance services;2024-06-04;35242525;60706330
500926;7087.36;4200;High-value shipment insurance;2024-06-04;81820605;23121126
500950;1751.04;5200;Due diligence and compliance services;2024-06-04;87292197;21097316
500903;2665.54;2300;Access monitoring and security tooling;2024-06-05;89960741;59497116
500920;17280.00;5100;Outside counsel - additional ownership work;2024-06-05;35242525;23121126
500933;3220.00;6120;Payment reconciliation tooling;2024-06-05;23121126;60706330
500939;4000.00;6120;Payment reconciliation tooling;2024-06-05;23121126;60706330
500946;720.00;2120;Cloud infrastructure - Jun 2024;2024-06-05;22619675;23121126
500914;6536.63;6120;Payment reconciliation tooling;2024-06-06;37959476;23121126
500929;12780.00;4200;High-value shipment insurance;2024-06-06;73920966;23062301
500935;2000.00;6120;Payment reconciliation tooling;2024-06-06;23121126;26887263
500940;4060.00;6110;Finance and reconciliation services;2024-06-06;36058655;23121126
500943;4460.00;5100;Specialist ownership opinion;2024-06-06;35242525;23062302
500906;3125.53;5100;Specialist ownership opinion;2024-06-07;35242525;23121126
500912;8730.00;5100;Specialist ownership opinion;2024-06-07;16498618;35242525
500923;4528.98;6120;Transaction processing support - Jun 2024;2024-06-07;87658927;23121126
500928;52344.76;5100;Specialist ownership opinion;2024-06-07;31215320;23070303
500930;50030.00;5100;Legal services - ongoing disputes;2024-06-07;59497116;63336966
500931;2863.59;2120;Cloud infrastructure - Jun 2024;2024-06-07;90903063;26887263
500937;8000.00;4200;Insured storage services - Jun 2024;2024-06-07;81820605;23062301
500942;6100.00;5100;Specialist ownership opinion;2024-06-07;35242525;21097316
500916;12890.00;4200;High-value shipment insurance;2024-06-08;73920966;23062301
500938;7988.67;6120;Payment reconciliation tooling;2024-06-08;87658927;21097316
500958;2260.00;6110;Service termination charge;2024-06-10;48499646;26887263
500975;2653.01;4200;Insured storage services - Jun 2024;2024-06-10;60706330;23121126
500963;1630.00;4200;High-value shipment insurance;2024-06-11;67723916;23121126
500973;1240.00;6110;Finance and reconciliation services;2024-06-11;36058655;35242525
500967;2787.24;4200;High-value shipment insurance;2024-06-12;60706330;23121126
500977;25000.00;2120;Cloud infrastructure - Jun 2024;2024-06-12;90903063;32845340
500966;2410.00;5100;Outside counsel - restructuring;2024-06-13;31215320;23070303
500980;26192.10;5100;Outside counsel - restructuring;2024-06-13;59497116;63336966
500971;10200.00;5100;Employment counsel - restructuring;2024-06-14;59497116;23070303
500976;1140.00;2120;Cloud infrastructure - Jun 2024;2024-06-14;22619675;59497116
500956;12080.00;4200;Insured storage services - Jun 2024;2024-06-15;60706330;23070303
500957;4990.00;4200;High-value shipment insurance;2024-06-17;60706330;23121126
500962;1810.00;6110;Contract cancellation fee;2024-06-17;36058655;23121126
500964;24711.97;5100;Legal services - employment matters;2024-06-17;16498618;23062302
500960;670.00;6110;Finance and reconciliation services;2024-06-18;23121126;23062302
500965;5220.00;4200;High-value shipment insurance;2024-06-18;81820605;23070303
500969;4719.57;4200;Insured storage services - Jun 2024;2024-06-18;63336966;23070303
500979;2320.00;6200;Office and workplace services;2024-06-19;21097316;32845340
500959;2690.00;6110;Service termination charge;2024-06-20;36058655;23070303
500968;1270.00;6200;Office and workplace services;2024-06-20;21097316;63336966
500970;6790.00;4200;Insured storage services - Jun 2024;2024-06-20;60706330;23070303
500974;700.00;2120;Cloud infrastructure - Jun 2024;2024-06-20;72738553;23121126
500972;1880.00;6110;Finance and reconciliation services;2024-06-21;24965541;21097316
500978;5140.00;2300;Access monitoring and security tooling;2024-06-21;89960741;23070303
500961;5250.00;5100;Legal services - employment matters;2024-06-22;31215320;23070303
500988;5140.00;5100;Legal services - platform ownership claims;2024-06-24;59497116;23070303
500996;980.00;2300;Access monitoring and security tooling;2024-07-03;84921849;21097316
500999;2010.00;2120;AWS Jul 2024;2024-07-03;84921849;23062301
500992;3520.00;4200;Insured storage services - Jul 2024;2024-07-08;63336966;23121126
500981;12790.00;5100;Legal services - ownership interpretation;2024-07-17;59497116;11194139
500998;3080.00;6110;Contract cancellation fee;2024-07-18;24965541;23070303
500987;11030.00;5100;Legal services - employment matters;2024-07-19;59497116;23070303
500986;320.00;6110;Finance and reconciliation services;2024-07-31;24965541;35242525
500982;1710.00;4200;Storage and custody services - Aug 2024;2024-08-01;67723916;64166280
500993;4970.00;2300;Access monitoring and security tooling;2024-08-01;89960741;23070303
500991;5082.35;2300;Access monitoring and security tooling;2024-08-02;84921849;11194139
500984;2802.14;6110;Vendor termination charge;2024-08-07;36058655;23062301
500994;5820.00;6110;Contract cancellation fee;2024-08-08;23121126;26887263
501000;13900.00;5100;Legal services - institutional claims;2024-08-08;16498618;35242525
500990;2220.00;4200;High-value shipment insurance;2024-08-12;67723916;11194139
500983;630.00;4200;High-value shipment insurance;2024-08-13;63336966;23062302
500989;7110.00;5100;Outside counsel - custody rights;2024-08-13;59497116;23121126
500995;1090.93;6110;Contract cancellation fee;2024-08-18;36058655;23062301
500985;10429.85;5100;Legal services - institutional claims;2024-08-19;31215320;59497116
500997;2400.00;6110;Contract cancellation fee;2024-08-19;24965541;23062301
501001;4517.98;2200;Data reconciliation tooling;2024-08-26;11614912;21097316
501004;8740.00;5100;Outside counsel - supplier agreement;2024-08-26;31215320;23062302
501015;1426.36;6110;Finance and reconciliation services;2024-08-26;24965541;23062302
501018;50760.00;5100;Legal services - corporate matters;2024-08-26;35242525;32845340
501006;3580.00;2200;Data reconciliation tooling;2024-08-27;69733054;11194139
501007;17160.00;1200;Marketplace operating model review;2024-08-27;23070303;21097316
501009;2453.55;2200;Data reconciliation tooling;2024-08-27;42026990;32845340
501016;2880.00;2200;Data reconciliation tooling;2024-08-27;11614912;26887263
501005;1930.00;2200;Data reconciliation tooling;2024-08-28;23062302;26887263
501002;1310.00;2120;Cloud infrastructure - Aug 2024;2024-08-29;69733054;23062301
501010;11414.66;5200;Due diligence and compliance services;2024-08-29;87292197;21097316
501011;5560.00;1200;Marketplace strategy advisory;2024-08-29;23070303;21097316
501013;3920.05;6110;Accounting support - Aug 2024;2024-08-29;36058655;23062302
501019;1315.46;5200;Due diligence and compliance services;2024-08-29;75941901;26887263
501003;6830.00;2200;Data reconciliation tooling;2024-08-30;69733054;23070303
501014;12141.87;2200;Data reconciliation tooling;2024-08-30;72738553;23070303
501020;14050.00;1200;Marketplace strategy advisory;2024-08-30;92189967;23121126
501008;2728.43;2120;Cloud infrastructure - Sep 2024;2024-09-02;26887263;35242525
501012;39820.00;5100;Legal services - asset custody;2024-09-02;16498618;23121126
501017;3990.00;6110;Finance and reconciliation services;2024-09-02;36058655;59497116
501021;11875.10;2200;Infrastructure audit support;2024-09-03;72738553;60706330
501029;4260.00;6200;Recruiting agency services;2024-09-03;21097316;23070303
501041;5690.00;1200;Marketplace strategy advisory;2024-09-03;24090361;23062302
501042;5732.26;2300;External security review;2024-09-03;89960741;11194139
501027;680.00;6120;Transaction processing support - Sep 2024;2024-09-05;23121126;23070303
501031;1226.87;2200;Data reconciliation services;2024-09-06;42026990;26887263
501043;6420.00;5100;Legal services - corporate matters;2024-09-06;35242525;23121126
501058;10642.81;5100;Outside counsel - transaction framework;2024-09-06;16498618;23062301
501036;4420.00;2200;Infrastructure audit support;2024-09-07;23062302;23062301
501034;7280.00;5100;Legal services - platform terms;2024-09-09;59497116;23062301
501052;7330.00;5200;KYC and due diligence usage;2024-09-09;90543121;23070303
501049;3230.00;2200;Data reconciliation services;2024-09-10;23062302;59497116
501022;6130.00;2200;Data reconciliation services;2024-09-12;11614912;35242525
501047;760.00;2120;Software licenses - Engineering;2024-09-12;58076477;23062302
501035;893.26;2120;Engineering tools - Sep 2024;2024-09-13;69733054;26887263
501038;6470.00;6120;Payment reconciliation tooling;2024-09-13;87658927;23121126
501044;1040.00;2200;Infrastructure audit support;2024-09-13;24090361;59497116
501048;299.84;2120;Software licenses - Engineering;2024-09-13;37959476;23062301
501037;540.00;2120;Software licenses - Engineering;2024-09-16;26887263;23070303
501046;7130.00;6200;Recruiting agency services;2024-09-16;21097316;24090361
501054;5546.12;6200;Recruiting agency services;2024-09-16;33098996;23121126
501064;30070.00;5100;Legal services - commercial terms;2024-09-16;31215320;23121126
501045;2468.76;6200;Recruiting agency services;2024-09-17;33098996;23121126
501056;4783.59;5200;KYC and due diligence usage;2024-09-17;59497116;26887263
501057;1927.17;6120;Payment reconciliation tooling;2024-09-18;87658927;11194139
501061;2900.00;6120;Payment reconciliation tooling;2024-09-18;87658927;23070303
501025;6180.00;2200;Legacy database support;2024-09-19;24090361;60706330
501028;5320.00;6120;Payment reconciliation tooling;2024-09-20;96187039;23062302
501030;1460.00;6120;Payment reconciliation tooling;2024-09-20;23121126;63336966
501039;4420.45;5200;KYC and due diligence usage;2024-09-20;75941901;21097316
501055;1540.00;2200;Data migration tooling;2024-09-20;42026990;23070303
501060;6600.00;2200;Data reconciliation services;2024-09-21;69733054;11194139
501024;746.53;6200;New hire equipment and onboarding;2024-09-23;33098996;60706330
501040;2510.00;2300;Access monitoring and security tooling;2024-09-23;84921849;23121126
501023;19750.00;6200;Recruiting agency services;2024-09-24;21097316;23121126
501033;12630.00;2300;Access monitoring and security tooling;2024-09-24;26887263;21097316
501059;644.96;6200;Employee onboarding - Sep 2024;2024-09-24;21097316;32845340
501051;6399.16;5200;KYC and due diligence usage;2024-09-25;59497116;60706330
501062;1200.00;6200;New hire equipment and onboarding;2024-09-25;21097316;26887263
501026;4425.12;1200;Marketplace strategy advisory;2024-09-26;92189967;59497116
501032;77294.47;5100;Legal services - asset custody;2024-09-26;16498618;23062301
501050;310.00;2120;Software licenses - Engineering;2024-09-26;58076477;23121126
501053;1360.08;2120;Software licenses - Engineering;2024-09-26;63322433;23062301
501065;3679.62;2200;Legacy database support;2024-09-26;22619675;11194139
501063;600.77;2120;Software licenses - Engineering;2024-09-27;58076477;64166280
501074;5760.00;3200;Buyer relationship travel - Sep 2024;2024-09-29;16660212;26887263
501078;3251.06;2120;Cloud infrastructure - Sep 2024;2024-09-30;90903063;23070303
501081;1292.78;3200;Private client travel - Sep 2024;2024-09-30;72880343;23062301
501118;6180.00;4200;Secure custody transfer;2024-09-30;81820605;21097316
501124;2410.00;4200;Secure custody transfer;2024-09-30;60706330;24090361
501085;4480.00;2120;Cloud infrastructure - Oct 2024;2024-10-01;84921849;23062302
501080;7470.00;4200;High-value shipment insurance;2024-10-02;60706330;23121126
501115;1900.00;4120;Independent appraisal services;2024-10-02;99260273;63336966
501127;9280.00;4200;Secure custody transfer;2024-10-02;67723916;23062302
501105;5710.00;2120;Cloud infrastructure - Oct 2024;2024-10-03;72738553;23062302
501108;3110.00;5200;Due diligence and compliance services;2024-10-04;35242525;60706330
501089;2050.54;4200;Secure custody transfer;2024-10-07;81820605;59497116
501104;1583.73;4110;Seller provenance review;2024-10-07;47132966;23070303
501112;10700.00;5100;Legal services - corporate matters;2024-10-07;59497116;23070303
501096;1220.00;3200;Buyer relationship travel - Oct 2024;2024-10-08;77404927;23062301
501103;6190.00;6120;Payment reconciliation tooling;2024-10-08;23121126;60706330
501123;13050.70;5200;Due diligence and compliance services;2024-10-08;75941901;23070303
501066;1517.95;3200;Client relationship platform;2024-10-09;45562918;NULL
501076;25000.00;5200;Due diligence and compliance services;2024-10-09;90543121;11194139
501111;750.00;2120;Cloud infrastructure - Oct 2024;2024-10-09;69733054;23062302
501128;2880.00;2120;Cloud infrastructure - Oct 2024;2024-10-09;22619675;23062301
501099;1010.00;3200;Buyer relationship travel - Oct 2024;2024-10-10;87658927;11194139
501093;10239.60;5200;Due diligence and compliance services;2024-10-11;87292197;23121126
501090;5400.00;5200;Due diligence and compliance services;2024-10-12;75941901;72880343
501067;999.59;2120;Cloud infrastructure - Oct 2024;2024-10-13;90903063;23062301
501095;4740.00;4110;Seller provenance review;2024-10-14;47132966;23121126
501072;8230.00;5100;Legal services - transaction framework;2024-10-15;31215320;23062301
501075;828.63;5200;Seller identity verification;2024-10-15;87292197;23070303
501079;4250.32;4200;Secure custody transfer;2024-10-15;60706330;64166280
501110;1430.00;3100;Institutional partner travel - Oct 2024;2024-10-15;64166280;23062302
501071;3735.30;3200;Buyer relationship travel - Oct 2024;2024-10-16;87658927;21097316
501073;1660.00;3100;Seller partnership travel - Oct 2024;2024-10-16;54817760;23062301
501083;2110.00;5200;KYC and due diligence usage;2024-10-16;59497116;64166280
501097;10760.00;5200;KYC and due diligence usage;2024-10-16;59497116;23121126
501106;1991.89;2120;Cloud infrastructure - Oct 2024;2024-10-16;84921849;23062301
501094;14150.00;5100;Legal services - privacy and compliance;2024-10-17;31215320;23121126
501114;900.00;3200;Private sales CRM - Oct 2024;2024-10-17;77404927;14338498
501091;2270.00;4110;Seller provenance review;2024-10-18;47132966;60706330
501098;2273.12;4110;Seller provenance review;2024-10-18;47132966;23121126
501129;6313.98;3200;Buyer relationship travel - Oct 2024;2024-10-18;72880343;11194139
501125;8710.00;4200;High-value shipment insurance;2024-10-20;67723916;11194139
501084;7210.00;3200;Buyer relationship travel - Oct 2024;2024-10-21;77404927;23062302
501086;3930.00;3200;Buyer relationship travel - Oct 2024;2024-10-21;16660212;11194139
501122;1616.62;5200;Due diligence and compliance services;2024-10-21;75941901;23121126
501077;980.00;6120;Payment reconciliation tooling;2024-10-22;87658927;23062302
501109;2070.00;4200;Secure custody transfer;2024-10-22;63336966;23070303
501117;870.00;2120;Cloud infrastructure - Oct 2024;2024-10-22;63322433;23121126
501088;3878.79;5200;KYC and due diligence usage;2024-10-23;87292197;72880343
501101;2247.50;3200;Client relationship platform;2024-10-23;77404927;23062301
501120;47725.22;5100;Legal services - transaction framework;2024-10-23;59497116;64166280
501130;3780.00;4200;Secure custody transfer;2024-10-23;60706330;14338498
501070;8130.00;5100;Legal services - platform terms;2024-10-24;59497116;63336966
501092;6780.00;2120;AWS Oct 2024;2024-10-24;22619675;72880343
501087;5853.41;5200;Seller identity verification;2024-10-25;87292197;23121126
501100;920.00;5200;KYC and due diligence usage;2024-10-25;75941901;23121126
501068;1440.00;3100;Seller partnership travel - Oct 2024;2024-10-28;54817760;NULL
501121;1860.00;4110;Seller provenance review;2024-10-28;47132966;59497116
501069;6560.00;3100;Seller partnership travel - Oct 2024;2024-10-29;64166280;63336966
501107;2436.17;4200;Secure custody transfer;2024-10-29;67723916;23062302
501126;1720.00;2120;Cloud infrastructure - Oct 2024;2024-10-29;90903063;24090361
501102;9480.00;5200;Due diligence and compliance services;2024-10-30;75941901;23121126
501116;2723.76;4200;Secure custody transfer;2024-10-30;81820605;23121126
501119;2600.00;5200;KYC and due diligence usage;2024-10-30;75941901;72880343
501082;4020.00;4110;Seller provenance review;2024-10-31;47132966;23121126
501113;15857.60;4110;Provenance research services;2024-10-31;47132966;23121126
501135;2250.00;6200;New hire equipment and onboarding;2024-11-01;21097316;23062302
501201;14980.00;4200;High-value shipment insurance;2024-11-01;63336966;23121126
501207;711.30;4120;Independent appraisal services;2024-11-01;99260273;21097316
501223;7820.00;4200;Logistics and custody services - Nov 2024;2024-11-01;60706330;14338498
501200;319.02;2120;Cloud infrastructure - Nov 2024;2024-11-04;72738553;72880343
501138;6360.00;5200;Due diligence and compliance services;2024-11-05;59497116;32845340
501157;14350.00;2120;Cloud infrastructure - Nov 2024;2024-11-05;29956962;23121126
501170;2360.00;3200;Buyer relationship travel - Nov 2024;2024-11-05;16660212;11194139
501212;5930.00;4200;High-value shipment insurance;2024-11-05;81820605;23062301
501214;1818.10;3200;Client relationship platform;2024-11-06;45562918;21097316
501229;5200.00;2120;Cloud infrastructure - Nov 2024;2024-11-06;90903063;64166280
501166;3020.00;5200;KYC and due diligence usage;2024-11-07;90543121;72880343
501205;4750.00;5200;KYC and due diligence usage;2024-11-07;59497116;23062302
501206;8490.00;4200;High-value asset transport;2024-11-07;67723916;21097316
